author,content,description,photo_url,pub_date,source,title,url
,,Here’s what you need to know at the end of the day.,,2019-03-19,,"Boeing, New Zealand, Cyclone Idai: Your Tuesday Evening Briefing",https://www.nytimes.com/2019/03/19/briefing/boeing-new-zealand-cyclone-idai.html
,,The Latest on severe weather impacting the central U.S. (all times local):,,2019-04-11,,The Latest: Spring Snowstorm Moving Into Great Lakes Region,https://www.nytimes.com/aponline/2019/04/11/us/ap-us-spring-flooding-the-latest.html
,,"The Great Backyard Bird Count is citizen science on a global scale, and it’s more crucial than ever in the age of climate change.",,2019-02-11,,"It’s for the Birds (and Us, Too)",https://www.nytimes.com/2019/02/11/opinion/great-backyard-bird-count.html
,,This word has appeared in 190 articles on nytimes.com in the past year.,,2018-11-28,,Word + Quiz: deluge,https://www.nytimes.com/2018/11/28/learning/28WODLN.html
,,"Gloria Goodson’s career as a counselor began after kicking her own addictions. In retirement, her advocacy continues through volunteer work.",,2018-12-30,,Her Addictions Made Her a Great Fit for the Job,https://www.nytimes.com/2018/12/30/neediest-cases/her-addictions-made-her-a-great-fit-for-the-job.html
,,"Seventeen days after it began laying waste to Northern California, the deadliest wildfire in the state’s recorded history has been fully contained.",,2018-11-25,,"Camp Fire Is 100 Percent Contained, California Officials Say",https://www.nytimes.com/2018/11/25/us/camp-fire-update-containment.html
,,"At least 76 people died or were missing by Saturday night as severe rains hit western and central Japan, the public broadcaster NHK said.",,2018-07-07,,Japan Reels From Heavy Rains; Dozens Killed and Millions Urged to Evacuate,https://www.nytimes.com/2018/07/07/world/asia/japan-rain-landslides.html
,,The storm is expected to make landfall in the Carolinas by Friday. Millions of residents could lose power.,,2018-09-12,,Residents Prepare for Hurricane Florence,https://www.nytimes.com/video/us/100000006101534/hurricane-florence-preparation.html
,,George Clooney and Ellen DeGeneres are among those who have called for the boycott over a new law that will punish gay people in Brunei with death by stoning.,,2019-04-03,,Brunei Hotel Boycott Gathers Steam as Anti-Gay Law Goes Into Effect,https://www.nytimes.com/2019/04/03/world/asia/brunei-hotel-boycotts.html
,,"Japan's Tokyo Gas said on Friday it has signed a deal with Royal Dutch Shell for the long-term supply of liquefied natural gas (LNG), partly using a coal-linked pricing formula in an unusual move for an Asian LNG buyer. ",,2019-04-05,,"Tokyo Gas, Shell Sign LNG Deal Linked to Coal Pricing in Rare Move",https://www.nytimes.com/reuters/2019/04/05/business/05reuters-lng-tokyo-gas-shell.html
,,Serious flooding in Paris and other parts of France have prompted comparisons with 1910.,,2016-06-03,,1910: The Great Flood in Paris,https://iht-retrospective.blogs.nytimes.com/2016/06/03/1910-the-great-flood-in-paris/
,,Powerful pictures of the storm from the Carolinas by photographers for The New York Times.,,2018-09-13,,Florence in Photos,https://www.nytimes.com/2018/09/13/us/hurricane-florence-photos.html
,,"The special counsel has a reputation as the all-knowing investigator, but Andrew D. Goldstein, a former Time magazine reporter, has a day-to-day role in one of the central lines of investigation.",,2019-02-25,,It’s Mueller’s Investigation. But Right Behind Him Is Andrew Goldstein.,https://www.nytimes.com/2019/02/25/us/politics/andrew-goldstein-mueller-investigation.html
,,"In the winter of 2009, my wife and I found a house that looked like a great place to start our family, a three-bedroom in a hilly subdivision surrounded by dry brush just outside the Redding city limits.",,2019-04-11,,Column: Living in California Means Ignoring Risk of Disaster,https://www.nytimes.com/aponline/2019/04/11/us/ap-us-destined-to-burn-california-experience.html
,,The outer bands of Hurricane Florence are lashing at North Carolina. The storm could drop 40 inches of rain in some areas and drive a life-threatening storm surge.,,2018-09-13,,Wind and Rain Begin Battering North Carolina,https://www.nytimes.com/2018/09/13/us/hurricane-florence-path-tracker.html
,,"Out of sight of the national spotlight on the devastation of Hurricane Florence, many small towns worry about being washed away unnoticed.",,2018-09-20,,"Submerged by Florence, North Carolina’s Rural Towns Fight for Attention",https://www.nytimes.com/2018/09/20/us/hurricane-florence-rural-north-carolina.html
,,"Accounts of the deadly collapse raise questions about why some villagers had no warning, and about the quality of the construction work.",,2018-07-26,,"A Day Before Laos Dam Failed, Builders Saw Trouble",https://www.nytimes.com/2018/07/26/world/asia/laos-dam-collapse.html
,,Google and Facebook’s recent efforts show a new vigilance against fake news but also underline the difficulty of making dents in the problem.,,2017-01-26,,Daily Report: Google and Facebook Wield Buckets in Fake News Flood,https://www.nytimes.com/2017/01/26/technology/daily-report-google-and-facebook-wield-buckets-in-fake-news-flood.html
,,"Global warming poses an urgent threat to Kolkata, a river delta city of 14 million. A Times reporter returns home and learns: The city’s natural defenses are being lost. ",,2018-07-31,,The City of My Birth in India Is Becoming a Climate Casualty. It Didn’t Have to Be.,https://www.nytimes.com/2018/07/31/climate/the-city-of-my-birth-in-india-is-becoming-a-climate-casualty-it-didnt-have-to-be.html
,,"Without major action to rein in global warming, the American economy could lose 10 percent of G.D.P. by 2100, according to a report from 13 federal agencies.",,2018-11-23,,U.S. Climate Report Warns of Damaged Environment and Shrinking Economy,https://www.nytimes.com/2018/11/23/climate/us-climate-report.html
,,"Tropical Storm Gordon made landfall near the Alabama-Mississippi border late Tuesday night, without gathering hurricane strength.",,2018-09-04,,Powerful Storm Makes Landfall on the Gulf Coast,https://www.nytimes.com/2018/09/04/us/tropical-storm-gordon-gulf-coast.html
,,"Rising temperatures undermine the president’s vision of an energy-dominant America, affecting coal-fired power plants, oil production and the electrical grid, a federal report says.",,2018-11-29,,Trump’s ‘Energy Dominance’ Doctrine Is Undermined by Climate Change,https://www.nytimes.com/2018/11/29/climate/trump-energy-dominance.html
,,"The Kochi-Muziris Biennale, South Asia’s biggest art show, uses interactive exhibits and live performances to help Indians connect with contemporary art.",,2019-01-09,,"In India, Building Bridges Between Life and Art",https://www.nytimes.com/2019/01/09/arts/design/india-kochi-biennale.html
,,"Qurratulain Hyder’s “River of Fire,” “transcreated” into English by the author, gushes across more than 2,000 years of the subcontinent’s cultural life.",,2019-04-08,,An Urdu Epic Puts India’s Partition Into Historical Perspective,https://www.nytimes.com/2019/04/08/books/review/qurratulain-hyder-river-of-fire.html
,,"The court said that the Trump administration had raised substantial questions about the plaintiffs’ legal theories, but that the plaintiffs should take the case back to an appeals court.",,2018-11-03,,Supreme Court Lets Youths’ Case Demanding Climate Action Proceed,https://www.nytimes.com/2018/11/02/us/politics/supreme-court-youth-climate-case.html
,,"Terry Gilliam’s “The Man Who Killed Don Quixote” is reaching screens after 30 years, several cast changes and a flash flood. Those who were there at the start look back.",,2019-04-04,,It May Be the Most Cursed Film Ever. These 5 Crew Members Saw It Through.,https://www.nytimes.com/2019/04/04/movies/terry-gilliam-don-quixote.html
,,"Turkey’s president accused the European Union of not keeping its commitments, and he suggested he might allow migrants to cross Turkish borders again.",,2016-11-25,,Erdogan Threatens to Let Migrant Flood Into Europe Resume,https://www.nytimes.com/2016/11/25/world/europe/turkey-recep-tayyip-erdogan-migrants-european-union.html
,,The rising tide of light U.S. shale oil has largely swept away comparable grades of Nigerian oil from American shores and is putting them under pressure in Europe.,,2019-04-08,,"Squeezed by U.S. Shale, Nigerian Oil Propped Up by Asian Demand",https://www.nytimes.com/reuters/2019/04/08/business/08reuters-nigeria-oil.html
,,"The country’s flood defenses have faltered in the past, but Prime Minister Li Keqiang has said that the government is better prepared this year.",,2016-07-09,,"Widespread Flooding in China Kills Over 160, Providing a Test for Leaders",https://www.nytimes.com/2016/07/09/world/asia/china-floods.html
,,"As Hurricane Florence approached this week, early forecasts recalled Hazel, the last Category 4 storm to hit North Carolina.",,2018-09-12,,How Hurricane Hazel Hit North Carolina With a Destructive Punch in 1954,https://www.nytimes.com/2018/09/12/us/hurricane-hazel-florence.html
,,Did you stay up to date this week?,,2019-03-22,,News Quiz: Test Your Knowledge of the Week’s Headlines,https://www.nytimes.com/interactive/2019/03/22/briefing/22weeklynewsquiz.html
,,"Despite the country’s political instability, its production has grown to 885,000 barrels a day, undercutting OPEC’s efforts to shrink supplies worldwide.",,2017-06-20,,Libya’s Increased Oil Production Thwarts OPEC’s Reduction Plans,https://www.nytimes.com/2017/06/20/business/energy-environment/oil-price-opec-libya.html
,,"Homeowners and businesses will have to pay more for lumber, steel, aluminum and other materials because of President Trump’s trade policy.",,2018-09-21,,Tariffs to Raise Cost of Rebuilding After Hurricane Florence,https://www.nytimes.com/2018/09/21/business/economy/tariffs-rebuilding-hurricane-florence.html
,,Here’s what you need to know to start your day.,,2018-09-19,,"Your Wednesday News Briefing: Brett Kavanaugh, North Korea, Baseball Playoffs",https://www.nytimes.com/2018/09/19/briefing/brett-kavanaugh-north-korea-baseball-playoffs.html
,,"The workers have been trapped for two weeks, their chances of survival increasingly slim, local officials in the northeastern state of Meghalaya say.",,2018-12-27,,India Struggles to Save 15 Trapped Coal Miners,https://www.nytimes.com/2018/12/27/world/asia/india-trapped-coal-miners.html
,,Some of the thousands of swine that appeared destined for a watery end were rescued when a city’s government mobilized workers to help relocate them.,,2016-07-05,,"Amid Floods in China, Stranded Pigs Are Thrown a Lifeline",https://www.nytimes.com/2016/07/06/world/asia/china-pigs-floods.html
,,"A rider seeks reasonable reforms, not a state-of-the-art overhaul.",,2018-10-12,,Expectations for the Subway,https://www.nytimes.com/2018/10/12/opinion/letters/new-york-city-subway.html
,,NBCUniversal’s broadcast strategy for the Rio Games will show a media giant more than ever straddling two approaches to attract viewers to is prized sports property.,,2016-08-05,,NBC’s Rio Plans: A Focus on Prime Time and a Flood of Streaming,https://www.nytimes.com/2016/08/06/sports/olympics/nbcs-rio-plans-a-focus-on-prime-time-and-a-flood-of-streaming.html
,,"Matthew came ashore in McClellanville, S.C., as a Category 1 storm. Officials in Georgia, North Carolina and Florida reported deaths tied to the storm.",,2016-10-09,,Hurricane Matthew Blamed for 11 Deaths in U.S.; Carolinas and Georgia Hit With Severe Flooding,https://www.nytimes.com/2016/10/08/us/hurricane-matthew.html
,,"More than six inches of rain fell in just two hours on Saturday night in Ellicott City, Md., sending a fast-moving current down its Main Street.",,2016-08-01,,"Flood Rips Through Historic Maryland Town, Killing at Least 2",https://www.nytimes.com/2016/08/01/us/ellicott-city-flood-maryland.html
,,"Experts recommend taking these steps: Don’t answer unknown numbers, use call-blocking apps and report unwanted calls to the government.",,2017-05-11,,Robocalls Flooding Your Cellphone? Here’s How to Stop Them,https://www.nytimes.com/2017/05/11/smarter-living/stop-robocalls.html
,,"A 1760 clapboard house in New Milford, a cottage on Maui and an 1878 bungalow in Wilmette.",,2019-02-20,,"$1.3 Million Homes in Connecticut, Hawaii and Illinois",https://www.nytimes.com/2019/02/20/realestate/1-3-million-homes-in-connecticut-hawaii-and-illinois.html
,,"Lawyers from inside and outside the White House are confronting the Mueller inquiry, while others are focused on payments made to silence a pornographic film actress who said she had sex with Mr. Trump.",,2018-05-04,,The Loyalists and Washington Insiders Fighting Trump’s Legal Battles,https://www.nytimes.com/interactive/2018/05/03/us/politics/president-trumps-lawyers.html
,,"The deadly accident highlights a policy of selling resources to foreign companies while ignoring the dangers to the rural poor, analysts say.",,2018-07-29,,Laos Dam Failure Exposes Cracks in a Secretive Government’s Agenda,https://www.nytimes.com/2018/07/29/world/asia/laos-dam-response-government.html
,,"What is &#8220;sunny-day flooding,&#8221; and how does it affect people and communities?",,2016-09-08,,"Article of the Day | &#8216;Flooding of Coast, Caused by Global Warming, Has Already Begun&#8217;",https://learning.blogs.nytimes.com/2016/09/08/article-of-the-day-flooding-of-coast-caused-by-global-warming-has-already-begun/
,,"In case global warming makes their homes uninhabitable, some millennials have a Plan B: investing in places like the Catskills, Oregon and Vermont.",,2018-11-30,,Climate Change Insurance: Buy Land Somewhere Else,https://www.nytimes.com/2018/11/30/realestate/climate-change-insurance-buy-land-somewhere-else.html
,,A landscape architect offers suggestions.,,2018-10-05,,A Local Response to Climate Change,https://www.nytimes.com/2018/10/05/opinion/letters/climate-change-neighborhoods.html
,,A NASA satellite captured the intense rainfall of 2018’s strongest storm so far.,,2018-09-16,,See Inside Typhoon Mangkhut in 3-D,https://www.nytimes.com/interactive/2018/09/15/world/asia/super-typhoon-mangkhut-ompong-storm.html
,,"Remote areas of the Philippines reported dozens buried by mud, as the storm battered Hong Kong and then killed at least two others on the Chinese mainland.",,2018-09-16,,Typhoon Mangkhut: Storm Hits China as Philippines Searches for Dozens Buried in Slides,https://www.nytimes.com/2018/09/15/world/asia/typhoon-mangkhut-china-philippines-hong-kong.html
,,"The Senate Republican leader staged a sham vote on a Democratic climate change resolution, embarrassing only himself.",,2019-03-26,,"Where’s Your Climate Plan, Mr. McConnell?",https://www.nytimes.com/2019/03/26/opinion/mcconnell-green-new-deal.html
,,The tiny British territory at the southern tip of Spain is the latest to take action against marine pollution.,,2019-03-26,,Gibraltar Bans Releasing of Helium-Filled Balloons to Protect Marine Wildlife,https://www.nytimes.com/2019/03/26/world/europe/gibraltar-ban-balloons.html
,,Let us help you start your day.,,2019-03-19,,"New Zealand, Deutsche Bank, Japan: Your Wednesday Briefing",https://www.nytimes.com/2019/03/19/briefing/new-zealand-deutsche-bank-japan-your-wednesday-briefing.html
,,"As he toured Houston, Jerome H. Powell, the Fed chairman, told residents that the Fed understands the economic recovery has been uneven and parts of the United States remain distressed.",,2018-11-15,,Fed Chairman Seeks to Reassure Those Left Behind by Roaring Economy,https://www.nytimes.com/2018/11/15/business/fed-chairman-economy-houston.html
,,Let us help you start your day.,,2019-03-19,,"New Zealand, Netherlands Shooting, the Prado: Your Tuesday Briefing",https://www.nytimes.com/2019/03/19/briefing/new-zealand-netherlands-shooting-the-prado.html
,,"The race to rebuild the world’s largest refugee camp, where monsoon rains threaten flooding, landslides and disease.",,2018-05-31,,Race Against the Rains,https://www.nytimes.com/interactive/2018/05/30/world/asia/rohingya-monsoon-bangladesh.html
,,The actor’s death leaves middle-age Americans wondering how it could happen — and whether it could happen to them. Here’s what scientists know.,,2019-03-05,,Here’s How Strokes Happen When You’re as Young as Luke Perry,https://www.nytimes.com/2019/03/05/health/stroke-causes.html
,,"The mayor of New Orleans, a FEMA official and New York City experts discuss the problem of flooding.",,2016-06-10,,How Safe Is Your City From a Flood?,https://www.nytimes.com/2016/06/10/opinion/how-safe-is-your-city-from-a-flood.html
,,A legion of black models including Jourdan Dunn and Pat Cleveland — and music by Grace Jones — help the party along.,,2019-03-03,,"In Paris, Zendaya Introduces Her Tommy Hilfiger Collaboration",https://www.nytimes.com/2019/03/03/fashion/tommy-hilfiger-zendaya-paris.html
,,"Firefighters rescued people from rooftops after the record-setting deluge, which left thousands stranded, cut power to many others and destroyed homes.",,2016-06-25,,West Virginia Floods Cause 23 Deaths and Vast Wreckage,https://www.nytimes.com/2016/06/25/us/west-virginia-floods.html
,,Most residents whose homes flooded during Hurricane Harvey had no clue that their gated community was built in an area prone to such damage in extreme storms.,,2018-03-22,,How One Houston Suburb Ended Up in a Reservoir,https://www.nytimes.com/interactive/2018/03/22/us/houston-harvey-flooding-reservoir.html
,,"The blaze broke out in the early morning at a training center in Rio de Janeiro for teenage players at Flamengo, one of the most famous clubs.",,2019-02-08,,"Dorm Fire Kills 10 Young Players in Brazil, Sending Shudder Through Soccer World",https://www.nytimes.com/2019/02/08/world/americas/fire-brazil-flamengo-soccer.html
,,"In the last 16 years, most of the damages caused by catastrophes like wildfires and hurricanes have been concentrated in just a few areas.",,2018-05-24,,The Places in the U.S. Where Disaster Strikes Again and Again,https://www.nytimes.com/interactive/2018/05/24/us/disasters-hurricanes-wildfires-storms.html
,,"The side of the moon we never see from Earth contains secrets about our solar system’s early days, and it could help astronomers see the universe more clearly.",,2019-01-03,,The Far Side of the Moon: What China and the World Hope to Find,https://www.nytimes.com/2019/01/02/science/far-side-moon.html
,,The Talladega College Marching Tornadoes have been under fire for agreeing to perform in the Trump inaugural parade.,,2017-01-13,,Donations Pour In to Band From Black College That Will Play at Inauguration,https://www.nytimes.com/2017/01/13/us/black-college-trump-inauguration.html
,,"The storm’s prodigious rainfall continues to swell rivers in the Carolinas, leaving evacuees stuck in shelters and driving more people from their homes.",,2018-09-26,,Florence’s Slow-Motion Havoc Leaves Thousands of Evacuees in Limbo,https://www.nytimes.com/2018/09/26/us/flooding-carolinas-florence-evacuees.html
,,The new head of the Consumer Financial Protection Bureau is seeking to gut rules that protect Americans from a predatory industry.,,2019-02-13,,Trump’s Payback for Payday Lenders,https://www.nytimes.com/2019/02/12/opinion/trump-payday-loans.html
,,The collapse of an effort to legalize marijuana in New Jersey revealed the thorny and knotty difficulties in trying to legalize marijuana.,,2019-03-27,,Why the Plan to Legalize Marijuana in New Jersey Suddenly Unraveled,https://www.nytimes.com/2019/03/27/nyregion/marijuana-legalization-new-jersey.html
,,"About 5,000 people across France have been evacuated, and the Louvre and Musée d’Orsay announced closings. Meanwhile, rains have claimed several lives in Germany.",,2016-06-03,,"From Paris to Bavaria, Heavy Rains Cause Deadly Floods",https://www.nytimes.com/2016/06/03/world/europe/france-germany-floods-rain.html
,,"The only warmer years were 2015, 2016 and 2017, according to NASA records that go back more than a century.",,2019-02-06,,It’s Official: 2018 Was the Fourth-Warmest Year on Record,https://www.nytimes.com/interactive/2019/02/06/climate/fourth-hottest-year.html
,,"Rescuers scrambled to help more than 3,000 people stranded when a dam failed in the south of the country. Twenty-six people were killed and dozens missing.",,2018-07-25,,"In Laos, a Boom, and Then, ‘The Water Is Coming!’",https://www.nytimes.com/2018/07/25/world/asia/laos-dam-collapse-rescue.html
,,A restoration of the 1931 gangster film is being shown at the Museum of Modern Art in March. And it is as fast as it is flavorsome.,,2019-02-28,,"In ‘Quick Millions,’ a Young Spencer Tracy Knocks ‘Em Dead",https://www.nytimes.com/2019/02/28/movies/quick-millions-spencer-tracy-moma.html
,,"Quotation of the Day for Tuesday, July 10, 2018.",,2018-07-10,,Quotation of the Day: Thai Cave Rescue Live Updates: 8th Person Is Out,https://www.nytimes.com/2018/07/09/todayspaper/quotation-of-the-day-thai-cave-rescue-live-updates-8th-person-is-out.html
,,North Carolina’s governor said the death toll from the storm had reached eight in a state still saturated from heavy rains in September.,,2016-10-10,,Hurricane Matthew Toll Climbs to at Least 17 as North Carolina Suffers Record-Breaking Flooding,https://www.nytimes.com/2016/10/09/us/hurricane-matthew.html
,,"One in eight new apartments in New York City is being built in high-risk flood zones, many of them in Brooklyn and Queens.",,2018-07-06,,A Wave of Construction on the Brooklyn-Queens Waterfront,https://www.nytimes.com/slideshow/2018/07/06/realestate/a-wave-of-construction-on-the-brooklyn-queens-waterfront.html
,,"The Pentagon and federal intelligence agencies have said that climate change is a threat. Now, the White House is planning a panel to study whether that is true. ",,2019-02-20,,White House Climate Panel to Include a Climate Denialist,https://www.nytimes.com/2019/02/20/climate/climate-national-security-threat.html
,,"Some experts say that storm forecasts and risk assessments, like the “cone of uncertainty,” could be more clearly communicated to the public.",,2018-09-11,,These 3 Hurricane Misconceptions Can Be Dangerous. Scientists Want to Clear Them Up.,https://www.nytimes.com/2018/09/11/climate/hurricane-evacuation-path-forecasts.html
,,"In shelters for victims of the dam failure in the south of the authoritarian country, official news is proving sparse and contradictory.",,2018-07-27,,‘I Think All Those People Are Dead’: Laos Dam Survivors Seek Word of Neighbors,https://www.nytimes.com/2018/07/27/world/asia/laos-dam-survivors.html
,,Here’s what you need to know at the end of the day.,,2018-09-19,,"Your Wednesday Evening News Briefing: Brett Kavanaugh, Trump, North Korea",https://www.nytimes.com/2018/09/19/briefing/brett-kavanaugh-trump-north-korea.html
,,"See the scale of flooding that affected more than 140,000 homes.",,2016-08-22,,Mapping the Extent of Louisiana’s Floods,https://www.nytimes.com/interactive/2016/08/22/us/louisiana-flooding-maps.html
,,"The disaster about 110 miles northwest of the capital, Nairobi, left 500 families homeless and set off a scramble to find the missing and identify the dead.",,2018-05-10,,"Kenya Dam Break Wipes Out Villages, Killing Dozens",https://www.nytimes.com/2018/05/10/world/africa/kenya-dam-break.html
,,A languishing island hospital and expired food aid are some of the signs that rebuilding has stagnated nearly a year and a half after Hurricane Maria devastated Puerto Rico.,,2019-04-07,,Hunger and an ‘Abandoned’ Hospital: Puerto Rico Waits as Washington Bickers,https://www.nytimes.com/2019/04/07/us/puerto-rico-trump-vieques.html
,,The president’s trip to the Baton Rouge area comes amid criticism that he had declined to interrupt his vacation on Martha’s Vineyard for the visit.,,2016-08-24,,"Obama to Tour Flood-Ravaged Louisiana, and Trump Takes Credit",https://www.nytimes.com/2016/08/24/us/politics/obama-trump-louisiana.html
,,"A new rule would require mammogram providers to let women know if they have dense breast tissue, which can hide cancer from X-rays.",,2019-03-27,,"Mammogram Centers Must Tell Women if They Have Dense Breasts, F.D.A. Proposes",https://www.nytimes.com/2019/03/27/health/mammogram-dense-breast-cancer.html
,,"The Louvre Museum in France has moved the art on its lower floors to protect it from the flooding Seine, which has reached over 18 feet and is expected to get higher.",,2016-06-03,,Louvre Moves Art After Floods,https://www.nytimes.com/video/world/europe/100000004451691/louvre-moves-art-after-floods.html
,,A giant wall of water carrying tons of mud and debris swept through the city of Mocoa on Saturday after heavy rains caused the nearby river to overflow.,,2017-04-01,,Mudslide in Colombia: Death Toll Surges to More Than 230,https://www.nytimes.com/2017/04/01/world/americas/colombia-flood-mudslide-mocoa.html
,,"To end the Maduro regime with the minimum of bloodshed, we need the support of pro-democratic governments, institutions and individuals the world over.",,2019-01-31,,"Juan Guaidó: Venezuelans, Strength Is in Unity",https://www.nytimes.com/2019/01/30/opinion/juan-guaido-venezuela.html
,,"Last year, the company said it would remove about 200 listings in Israeli settlements in the West Bank. Now, it’s changing course.",,2019-04-10,,Airbnb Reverses Policy Banning Listings in Israeli Settlements in West Bank,https://www.nytimes.com/2019/04/09/world/middleeast/airbnb-israel-west-bank.html
,,More than 400 schools across the Thai capital will be closed on Thursday and Friday because of the smog. Bangkok is now on the list of the world’s top most polluted cities.,,2019-01-30,,Bangkok Is Choking on Air Pollution. The Response? Water Cannons.,https://www.nytimes.com/2019/01/30/world/asia/pollution-thailand-bangkok.html
,,"Heavy rains brought devastating flooding to Germany and France this week. Thousands were displaced from their homes in both countries, and at least nine people were killed in Germany.",,2016-06-02,,Floods Sweep Through Germany and France,https://www.nytimes.com/video/world/europe/100000004450229/floods-sweep-through-germany-and-france.html
,,"Senator Chuck Schumer says Senate Democrats plan daily floor speeches on climate change, a special select committee and climate legislation to run on next year — and enact in 2021.",,2019-03-04,,"Pressed by Climate Activists, Senate Democrats Plan to ‘Go on Offense’",https://www.nytimes.com/2019/03/04/us/politics/senate-democrats-climate-change.html
,,"Readers respond to columns by Bret Stephens, David Brooks and Ross Douthat.",,2019-02-20,,Is the Green New Deal a Good Deal?,https://www.nytimes.com/2019/02/20/opinion/letters/green-new-deal.html
,,"Rescuers are racing against the clock to find Julen Roselló, who is believed to be more than 250 feet underground.",,2019-01-16,,A 2-Year-Old Boy Is Trapped in a Well. Spain Is Watching.,https://www.nytimes.com/2019/01/16/world/europe/spain-julen-rosello.html
,,"About 20 miles from Manhattan as the sea gull flies, the beachfront city is known for its older residents, but is increasingly home to young families as well.",,2019-04-03,,"Long Beach, N.Y.: A Bedroom Community That Began as a Resort",https://www.nytimes.com/2019/04/03/realestate/long-beach-ny-a-bedroom-community-that-began-as-a-resort.html
,,The authorities in southeastern and central Texas are bracing for more severe weather this week.,,2016-05-31,,"6 Dead in Texas Floods, and More Rain Is Coming",https://www.nytimes.com/2016/05/31/us/6-dead-in-texas-floods-and-more-rain-is-coming.html
,,A 12-story office building known as the Solar Carve Tower tries its best not to throw shade.,,2018-12-27,,The High Line Gets a Gemlike Neighbor,https://www.nytimes.com/2018/12/27/realestate/the-high-line-gets-a-gemlike-neighbor.html
,,"A prolonged and murky battle may lie ahead, and the United Nations secretary general left Libya with “a heavy heart.”",,2019-04-05,,Ambush Slows Libyan Militia’s Drive to Take Capital,https://www.nytimes.com/2019/04/05/world/middleeast/libya-militias-hifter.html
,,Thomas Hager’s “Ten Drugs” examines the history of both the good and bad of medication.,,2019-03-22,,"Drug Epidemics, Past and Present",https://www.nytimes.com/2019/03/22/books/review/thomas-hager-ten-drugs.html
,,"Hundreds of thousands of people were also displaced, and officials said that the death toll was likely to rise.",,2016-05-19,,Floods and Landslides in Sri Lanka Leave Dozens Dead,https://www.nytimes.com/2016/05/19/world/asia/sri-lanka-landslides-flooding.html
,,"As a crackdown on illegal immigrants begins, Mexico’s 50 consulates in the United States are moving quickly to help their nationals seeking assistance.",,2017-02-17,,Mexican Consulates Flooded With Fearful Immigrants,https://www.nytimes.com/2017/02/17/us/mexican-consulates-flooded-with-fearful-immigrants.html
,,"Censorship still stifles speech in Cuba, but new connectivity and growth in social media are bound to accelerate dissent and activism.",,2019-01-24,,The Revolution Doesn’t Want to Be Tweeted,https://www.nytimes.com/2019/01/24/opinion/cuba-censorship-social-media.html
,,"The artist’s monumental video wall, featuring a flood of imagery and music from David Bowie, Kraftwerk and others, is on view in “Programmed: Rules, Codes and Choreographies in Art, 1965-2018.”",,2019-04-04,,Nam June Paik at the Whitney: A Work of Dizzying Complexity,https://www.nytimes.com/2019/04/04/arts/design/whitney-museum-nam-june-paik.html
,,"Officials are imploring people to leave low-lying coastal areas and islands in the storm’s path, and more than one million people are expected to flee.",,2018-09-11,,More Evacuations as ‘Monster’ Storm Looms,https://www.nytimes.com/2018/09/11/us/hurricane-florence-updates.html
,,"Alison Roman has a superb, and supremely riffable, recipe for a brothy seafood pasta.",,2018-09-17,,What to Cook Right Now,https://www.nytimes.com/2018/09/17/dining/what-to-cook-right-now.html
,,"High culture comes to Hudson Yards, while pop music takes over the Met.",,2019-04-03,,Art at the Shed. Rock at the Museum.,https://www.nytimes.com/2019/04/03/style/the-shed-hudson-yards-met-museum-rock-music.html
,,The grocery chain’s “Whole Paycheck” reputation doesn’t appear to be threatened.,,2019-04-03,,Whole Foods Cut Prices. It Saved Us 5 Cents.,https://www.nytimes.com/2019/04/03/technology/whole-foods-prices.html
,,"Those who stay put regardless of rain, wind and flooding frustrate emergency officials every time a hurricane approaches. And now Hurricane Florence is looming.",,2018-09-13,,The Hurricane Holdouts Who Never Leave Now Face a ‘Monster’ Storm,https://www.nytimes.com/2018/09/13/us/holdouts-hurricane-florence.html
,,The Senate voted down two disaster aid bills as Republicans and Democrats clashed over President Trump’s opposition to sending more food and infrastructure help to Puerto Rico.,,2019-04-02,,Impasse Over Aid for Puerto Rico Stalls Billions in Federal Disaster Relief,https://www.nytimes.com/2019/04/01/us/politics/puerto-rico-aid.html
,,"Few homeowners have flood coverage. According to estimates, just 10 percent of homeowners in South Carolina are estimated to carry the insurance.",,2015-10-08,,"With Flood Insurance Rare, Homeowners Have Little Recourse",https://www.nytimes.com/2015/10/08/your-money/with-flood-insurance-rare-homeowners-have-little-recourse.html
,,"As Mozambique battles to control a fast-spreading cholera outbreak in the cyclone-hit central city of Beira, international assistance is arriving.",,2019-03-31,,International Aid Helps Mozambique Fight Cholera in Beira,https://www.nytimes.com/aponline/2019/03/31/world/africa/ap-af-mozambique-cyclone.html
,,The collapse of the government comes less than four years after a multiracial coalition defeated a powerful political party that held power for decades.,,2018-12-22,,Guyana’s Government Falls in No-Confidence Vote,https://www.nytimes.com/2018/12/22/world/americas/guyana-government-falls.html
,,"Twelve boys, ages 11 to 16, and their young coach set off an anxious search after they failed to return from team activities over the weekend.",,2018-06-25,,Divers in Thailand Scour Cave for Missing Soccer Team and Coach,https://www.nytimes.com/2018/06/25/world/asia/thailand-cave-missing-soccer-team.html
,,"Longtime homeowners on the Brooklyn waterfront emerged unscathed from the 2012 hurricane, but needed help to find out how to cope with future storms.",,2017-05-31,,"Spared by Sandy, but Still Agonizing Over What Comes Next",https://www.nytimes.com/2017/05/31/nyregion/spared-by-sandy-but-still-agonizing-over-what-comes-next.html
