author,content,description,photo_url,pub_date,source,title,url
,,"Wind and rain roared through the region, flooding homes and sending debris flying at dangerous speeds.",,2018-10-10,,Hurricane Michael Slams Into Florida,https://www.nytimes.com/video/us/politics/100000006154065/hurricane-michael-florida-video.html
,,"Roland J. Bourgeois Jr. died on Feb. 19, five days after he was sentenced to 10 years in prison for the shootings.",,2019-02-28,,White Man Who Shot Black Men After Hurricane Katrina Dies Days After Sentencing,https://www.nytimes.com/2019/02/27/us/hurricane-katrina-roland-bourgeois-dead.html
,,The Carolina Hurricanes waited 10 long years to finally bring the playoffs back to town. They almost seemed determined to cram a decade's worth of goals and hits into one game.,,2019-04-16,,Hurricanes Rout Caps 5-0 in 1st Home Playoff Game Since '09,https://www.nytimes.com/aponline/2019/04/15/sports/hockey/ap-hkn-capitals-hurricanes.html
,,Striking photography from Hurricane Michael and the recovery,,2018-10-11,,Hurricane Michael: The Damage in Pictures,https://www.nytimes.com/2018/10/11/us/photos-hurricane-michael-damage.html
,,"Gov. Rick Scott of Florida warned residents about the dangers of the approaching hurricane, with the potential to make landfall as a Category 4 storm.",,2018-10-09,,"Hurricane Michael Is a ‘Monstrous Storm,’ Florida Governor Says",https://www.nytimes.com/video/climate/100000006152342/hurricane-michael-florida-rick-scott.html
,,Find out how you can assist those affected by the storm.,,2018-10-11,,How to Help Victims of Hurricane Michael,https://www.nytimes.com/2018/10/11/reader-center/how-to-help-hurricane-michael-victims.html
,,"The Category 2 storm approached the North Carolina coast on Thursday, with winds of up to 110 miles an hour.",,2018-09-10,,Maps: Hurricane Florence’s Approach Toward the Carolinas,https://www.nytimes.com/interactive/2018/09/10/us/hurricane-florence-tracking-map.html
,,The storm is expected to make landfall in the Carolinas by Friday. Millions of residents could lose power.,,2018-09-12,,Residents Prepare for Hurricane Florence,https://www.nytimes.com/video/us/100000006101534/hurricane-florence-preparation.html
,,The storm won’t be alone: Tropical cyclones have grown more sluggish since the mid-20th century. Here’s why that’s a bad thing.,,2018-09-13,,Hurricane Florence Is Going to Slow Down. That’s Not Good.,https://www.nytimes.com/2018/09/13/climate/slow-hurricane-florence.html
,,"Rod Brind’Amour brought a Stanley Cup to Carolina as a player. In his first year as coach, he helped end the longest playoff drought in the N.H.L.",,2019-04-14,,"To Lead a Young Team, the Hurricanes Turn to Rod the Bod",https://www.nytimes.com/2019/04/14/sports/carolina-hurricanes-nhl-playoffs.html
,,"We analyzed aerial images of Mexico Beach, Fla., and found that at least three-quarters of the buildings along a one-mile stretch were destroyed or severely damaged.",,2018-10-12,,Hurricane Michael: One Mile of Devastation in Florida,https://www.nytimes.com/interactive/2018/10/12/us/mexico-beach-fl-damage-map.html
,,Stop asking why so many people still live in such treacherous areas.,,2018-10-11,,"Decimated by Hurricanes, Rural America Needs Our Help",https://www.nytimes.com/interactive/2018/10/11/opinion/hurricane-michael-florence-north-carolina-florida-recovery.html
,,Officials said it was too late for Florida Panhandle residents to evacuate their homes and advised them to shelter in place. Here are some tips if you’re in the path of the storm.,,2018-10-10,,Hurricane Michael: How to Prepare and Stay Safe,https://www.nytimes.com/2018/10/10/climate/hurricane-michael-how-to-prepare.html
,,Florence went from ordinary to extraordinary with unusual speed. There is reason to suspect climate change.,,2018-09-12,,"A Hurricane, Turbocharged",https://www.nytimes.com/2018/09/12/opinion/columnists/hurricane-florence-climate-change-trump.html
,,The storm’s sharp increase in strength could be attributed in part to its low barometric pressure and warmer-than-average waters in the Gulf of Mexico.,,2018-10-11,,"Hurricane Michael Intensified Quickly, Taking Many by Surprise",https://www.nytimes.com/2018/10/10/us/hurricane-michael-intensification-strength.html
,,Storms are also expected in the Caribbean and Hawaii; airlines will not charge extra for rebooking.,,2018-09-11,,Tips for Travelers Affected by Hurricane Florence,https://www.nytimes.com/2018/09/11/travel/airlines-hurricane-florence-fees.html
,,"The storm surge in the Carolinas could be deadly. But for inland towns, it’s the water that will fall afterward that could really bring disaster.",,2018-09-13,,"As the Winds Come, Towns in Hurricane Florence’s Path Fear the Floods",https://www.nytimes.com/2018/09/13/us/hurricane-florence-path.html
,,"Places hit hard by Hurricane Michael are slowly returning to normal, but residents worry that officials will be in too great a hurry to move on.",,2018-10-21,,Hurricane Michael Victims’ Biggest Fear: ‘People Are Going to Start Forgetting’,https://www.nytimes.com/2018/10/21/us/fema-hurricane-michael-disaster-damage.html
,,"Hurricane Michael is gaining strength as it races toward the Florida Panhandle, threatening to bring ferocious rains, powerful winds and a destructive storm surge.",,2018-10-09,,Powerful Hurricane Approaches Florida,https://www.nytimes.com/2018/10/09/us/hurricane-michael.html
,,"The southeast coast is no stranger to devastating storms, but that hasn’t slowed people from moving there.",,2018-09-13,,This Map Shows How the Carolinas Became More Vulnerable to Hurricanes,https://www.nytimes.com/interactive/2018/09/13/opinion/hurricane-florence-south-north-carolina.html
,,Underwater audio recordings rescued from Hurricane Harvey showed that the urge to spawn was more powerful than a category 4 storm.,,2018-11-15,,"Hurricane Harvey Passed Over, but These Fish Kept Making Babies",https://www.nytimes.com/2018/11/15/science/fish-hurricane-harvey.html
,,"How should we make sense of the different forecasting models? Why is the storm so unpredictable? And, how bad will it be?",,2018-09-12,,Hurricane Florence: Your Forecasting and Climate Questions Answered,https://www.nytimes.com/2018/09/12/climate/hurricane-florence-forecast-science.html
,,Hurricane Michael battered inland rural communities with such force that it stunned residents and left them with a daunting recovery they didn’t expect.,,2018-10-13,,"Far From the Shattered Coast, Hurricane Michael Packed an Unexpected Punch",https://www.nytimes.com/2018/10/13/us/hurricane-michael-victims.html
,,"In 2005, Roland J. Bourgeois Jr., 55, opened fire at three young men crossing through his neighborhood to reach an evacuation site.",,2019-02-15,,White Man Sentenced to 10 Years for Shooting Black Men After Hurricane Katrina,https://www.nytimes.com/2019/02/14/us/hurricane-katrina-roland-bourgeois.html
,,Forecasters warned that Hurricane Florence might produce severe flooding in a larger swath of the coast and farther inland than previously predicted.,,2018-09-12,,Catastrophic Rain Predicted as Hurricane Moves Toward Carolinas,https://www.nytimes.com/2018/09/12/us/hurricane-florence.html
,,"The day after the storm made landfall with devastating impact on the Florida Panhandle, travelers faced delays and cancellations. ",,2018-10-11,,"In Hurricane Michael’s Wake, Travel Remains Snarled",https://www.nytimes.com/2018/10/11/travel/in-hurricane-michaels-wake-travel-remains-snarled.html
,,"Meteorologists use wind speeds to determine a hurricane’s category, but that doesn’t tell the whole story.",,2018-09-11,,"Is It a Category 2, 3 or 5? How Florence and Other Hurricanes Are Classified",https://www.nytimes.com/2018/09/11/us/hurricane-categories.html
,,"Monday: What to expect this week from the storm, and a month of subway delays.",,2018-09-17,,New York Today: Hurricane Florence Effects,https://www.nytimes.com/2018/09/17/nyregion/new-york-today-hurricane-florence-effects.html
,,"Hurricane Michael had ripped apart a couple’s home in Lynn Haven, Fla. Nearby residents braved the storm to rescue them.",,2018-10-13,,See Neighbors Rescue a Couple Trapped by Hurricane Michael,https://www.nytimes.com/interactive/2018/10/13/multimedia/hurricane-michael-rescue-garage-florida.html
,,"People waiting in the many lines scattered throughout the region at grocery stores and gas stations are seeking water, ice, fuel and other essentials.",,2018-10-15,,"In Areas Hit by Hurricane Michael, Lines for Necessities Grow Longer",https://www.nytimes.com/interactive/2018/10/15/us/hurricane-michael-lines-food-gas.html
,,"Tropical cyclones occur all over the world, but what they’re called depends on where they form.",,2018-09-12,,"Hurricane, Typhoon or Cyclone? Same Storm, Different Name",https://www.nytimes.com/2018/09/12/us/hurricane-typhoon-cyclone.html
,,Experts provide the steps you can take to avoid them.,,2018-09-14,,5 Dangers of Flooding in Hurricane Florence,https://www.nytimes.com/2018/09/14/us/flooding-risks-danger-hurricane-florence.html
,,The devastating toll of Hurricane Michael is becoming clearer as rescue teams comb the ravaged areas.,,2018-10-12,,Rescue Teams Scour Ruins as Hurricane Death Toll Rises,https://www.nytimes.com/2018/10/12/us/hurricane-michael-live-updates-florida.html
,,"The messy truth lies in between two common, incorrect tropes.",,2018-09-14,,Why Do People Stay When a Hurricane Comes?,https://www.nytimes.com/2018/09/14/opinion/hurricane-maria-staying-home.html
,,"With the storm making landfall, all area airports are closed and many local roads are shut down as well. ",,2018-10-10,,Hurricane Michael Has Shut Down Travel on the Florida Panhandle,https://www.nytimes.com/2018/10/10/travel/hurricane-michael-travel-florida.html
,,"One year later, artists in Puerto Rico and those attached to the island talk about how the devastation and its aftermath influenced their work.",,2018-09-20,,Creativity From the Chaos of Hurricane Maria,https://www.nytimes.com/2018/09/20/arts/creativity-from-the-chaos-of-hurricane-maria.html
,,Help us tell the story of Hurricane Florence by sharing your hurricane story with us.,,2018-09-11,,Are You Preparing for Hurricane Florence? We Want to Hear From You,https://www.nytimes.com/2018/09/11/reader-center/hurricane-florence.html
,,"Hurricane Michael strengthened and sharpened its track toward the Florida Panhandle on Monday, imperiling a vast stretch of the state.",,2018-10-08,,Hurricane Michael May Hit Florida as Category 3 Storm,https://www.nytimes.com/2018/10/08/us/hurricane-michael-storm-track-path-florida.html
,,"The death toll from the storm rose to an estimated 29 on Tuesday, including at least 15 in Bay County, Fla. Many believe the toll will rise as the search for the missing goes on.",,2018-10-17,,‘No Word From My Son’: Dozens Still Missing as Hurricane Michael Death Toll Rises,https://www.nytimes.com/2018/10/16/us/hurricane-michael-death-toll-missing.html
,,"A team of New York Times journalists went door to door in Punta Santiago, visiting 163 homes. Here’s a dramatic visual presentation of what they found.",,2018-09-22,,"Photos: Hurricane Maria, and Puerto Rico One Year Later",https://www.nytimes.com/2018/09/22/us/photos-hurricane-maria-puerto-rico.html
,,"Alabama, Florida and Georgia have all opened shelters for residents in the path of Hurricane Michael. But officials cautioned it may be best for some to shelter in place.",,2018-10-10,,Evacuate? Or Stay Put? Here’s Where to Find Shelter From Hurricane Michael,https://www.nytimes.com/2018/10/10/us/-evacuation-shelters-centers-hurricane-michael.html
,,"In Florida’s deeply conservative Panhandle, federal prison workers were already struggling after Hurricane Michael. Then came the government shutdown.",,2019-01-08,,‘It’s Just Too Much’: A Florida Town Grapples With a Shutdown After a Hurricane,https://www.nytimes.com/2019/01/07/us/florida-government-shutdown-marianna.html
,,Here’s how to protect your devices and use your smartphone to your advantage during the storm.,,2018-09-14,,Making the Most of Your Technology During Hurricane Florence,https://www.nytimes.com/2018/09/13/us/apps-technology-hurricane-florence.html
,,"The storm is threatening to be the first hurricane to make landfall in Hawaii since 1992, but officials are warning of life-threatening impacts even if it skirts the islands.",,2018-08-23,,Hawaii Braces for a Rare Encounter With a Hurricane,https://www.nytimes.com/2018/08/23/us/hurricane-lane-hawaii-live-updates.html
,,The New York Times visited more than 150 homes in Punta Santiago to document the damage that remains a year after Hurricane Maria.,,2018-09-20,,"On Hurricane Maria Anniversary, Puerto Rico Is Still in Ruins",https://www.nytimes.com/interactive/2018/09/20/us/puerto-rico-hurricane-maria-housing.html
,,"At one American Red Cross shelter in Columbia, S.C., dozens of people prepared to ride out the storm.",,2018-09-14,,Here’s What It’s Like for the Thousands Seeking Shelter From Hurricane Florence,https://www.nytimes.com/2018/09/13/us/shelters-hurricane-florence.html
,,"This footage taken from a helicopter shows how Hurricane Michael’s powerful winds wiped out many parts of Mexico Beach, Fla.",,2018-10-11,,"Hurricane Michael’s Destruction, Viewed From Above",https://www.nytimes.com/video/us/100000006156817/mexico-beach-hurricane-michael.html
,,"Once a Category 3 hurricane, the storm lost much of its power after making landfall in west-central Mexico, but flooding remained a serious threat.",,2018-10-24,,Hurricane Willa Weakens in Mexico After Thousands Are Evacuated,https://www.nytimes.com/2018/10/23/world/americas/mexico-hurricane-willa.html
,,"Hurricane Michael made landfall in Florida at close to Category 5 strength, causing widespread damage in parts of the Panhandle and killing at least 6 people.",,2018-10-11,,‘Trees Flying By’: The Aftermath of Hurricane Michael,https://www.nytimes.com/video/us/politics/100000006156360/hurricane-michael-aftermath-florida-storm.html
,,"Homeowners and businesses will have to pay more for lumber, steel, aluminum and other materials because of President Trump’s trade policy.",,2018-09-21,,Tariffs to Raise Cost of Rebuilding After Hurricane Florence,https://www.nytimes.com/2018/09/21/business/economy/tariffs-rebuilding-hurricane-florence.html
,,"Brooks Orpik’s overtime goal gave the Capitals a 2-0 series lead over the Hurricanes, and the Bruins and the Predators also won.",,2019-04-13,,"Minnesota Duluth Successfully Defends N.C.A.A. Title, Blanking UMass",https://www.nytimes.com/2019/04/13/sports/hockey-capitals-hurricanes-kucherov-frozen-four.html
,,"Six years after Sandy devastated Long Island, homeowners are still dealing with the wreckage of a sweet-talking contractor who took their money and left their houses unfinished.",,2018-10-26,,After the Hurricane Came the Con,https://www.nytimes.com/2018/10/26/nyregion/after-the-hurricane-came-the-con.html
,,"Predicting the storm’s path was straightforward, but a number of factors contributed to its sudden intensification.",,2018-10-11,,Why Hurricane Michael’s Power Caught Forecasters Off Guard,https://www.nytimes.com/2018/10/11/climate/hurricane-michael-science.html
,,"Readers of the New York Times Magazine article about the Daileys, “Lost in the Storm,” found Wayne on social media and reached out in droves. ",,2018-12-31,,"The Power of One Family’s Story, More Than a Year After Hurricane Harvey",https://www.nytimes.com/2018/12/31/reader-center/hurricane-harvey-emergency-response-lessons.html
,,"In this week’s Race/Related newsletter, we discuss Hurricane Florence, a New York congressional candidate’s brief rap career, and more.",,2018-09-15,,Why Do Gullah Communities Choose to Ride Out Hurricanes?,https://www.nytimes.com/2018/09/15/us/race-related-hurricane-florence-faso-delgado-midterms.html
,,"One of Panama City’s largest hospitals said on Thursday that it was evacuating all of its approximately 130 inpatients, starting with the most critically ill.",,2018-10-11,,Hospitals Pummeled by Hurricane Michael Scramble to Evacuate Patients,https://www.nytimes.com/2018/10/11/us/hurricane-michael-hospitals-damage-florida.html
,,"We would like to understand the costs and hardships of evacuation, and how they accumulate over a lifetime. ",,2018-10-11,,Were You Ordered to Evacuate From Hurricane Michael? We Want to Hear From You,https://www.nytimes.com/2018/10/11/reader-center/hurricane-michael-evacuation.html
,,Brock Long has been forced to undertake a measure of personal damage control over his use of agency vehicles just as he is leading a high-stakes emergency effort.,,2018-09-13,,FEMA Chief’s Dual Challenge: Huge Hurricane and Inspector General Inquiry,https://www.nytimes.com/2018/09/13/us/politics/brock-long-fema.html
,,"Hurricane Michael’s powerful winds and rains swept across six states, killing more than a dozen people, causing flash flooding and leaving at least one million without power.",,2018-10-12,,What Hurricane Michael Left in Its Wake,https://www.nytimes.com/video/us/politics/100000006158974/hurricane-michael-damage.html
,,"When a killer storm came to Puerto Rico, FEMA’s warehouse on the island was nearly empty, with not a single tarpaulin or cot left in stock.",,2018-07-12,,"FEMA Was Sorely Unprepared for Puerto Rico Hurricane, Report Says",https://www.nytimes.com/2018/07/12/us/fema-puerto-rico-maria.html
,,Times readers whose homes were expected to bear the brunt of Hurricane Florence tell us what they are enduring as the rain begins.,,2018-09-13,,‘Try Not to Go Into Labor’: Tales From Those in the Path of Hurricane Florence,https://www.nytimes.com/2018/09/13/reader-center/hurricane-florence-personal-stories.html
,,"In a draft report to Congress requesting recovery funds, the government acknowledged that 1,427 people probably died in Hurricane Maria. The official death toll is 64.",,2018-08-09,,"Puerto Rican Government Acknowledges Hurricane Death Toll of 1,427",https://www.nytimes.com/2018/08/09/us/puerto-rico-death-toll-maria.html
,,Here’s what you need to know to start your day.,,2018-10-12,,"Turkey, Hurricane, Fracking: Your Friday Briefing",https://www.nytimes.com/2018/10/12/briefing/turkey-hurricane-fracking.html
,,"Hurricane Michael arrives in the height of campaign season in Florida, and Gov. Rick Scott, who is running for the Senate, already is in heavy public service mode. So are other Florida politicians.",,2018-10-10,,"A Hurricane’s Coming, but Fear Not, the Governor Is Here. And Here. And Here.",https://www.nytimes.com/2018/10/09/us/florida-politicians-hurricane-michael.html
,,"We’re making natural disasters unnaturally harmful, scientists say. And the number of ways we’re doing it is fairly astonishing.",,2018-09-19,,Humans Are Making Hurricanes Worse. Here’s How.,https://www.nytimes.com/2018/09/19/climate/humans-hurricanes-causes-effects.html
,,"Some experts say that storm forecasts and risk assessments, like the “cone of uncertainty,” could be more clearly communicated to the public.",,2018-09-11,,These 3 Hurricane Misconceptions Can Be Dangerous. Scientists Want to Clear Them Up.,https://www.nytimes.com/2018/09/11/climate/hurricane-evacuation-path-forecasts.html
,,"Hurricane Michael has passed on to Georgia and the Carolinas, but it has left behind substantial damage in communities like Mexico Beach, where it made landfall, and Panama City.",,2018-10-12,,Hurricane Michael’s Deadly Strike Leaves Florida Panhandle Reeling,https://www.nytimes.com/2018/10/11/us/hurricane-michael-florida-assessment.html
,,"As our journalists navigate roads damaged by Hurricane Michael, Sheri Fink recalls indelible images from her coverage of Hurricane Florence: traveling by boat on a highway, watching floodwaters swallow roofs, ferrying survivors whose lives were fo...",,2018-10-11,,Double Takes Amid the Devastation: Reporting on a Hurricane’s Surreal Aftermath,https://www.nytimes.com/2018/10/11/insider/hurricane-florence-north-carolina-flooding-aftermath.html
,,"The indictment charged that Arkema North America, its chief executive and a plant manager were responsible for the chemical release, which prosecutors said was preventable.",,2018-08-03,,Chemical Maker and Its Chief Indicted for Explosions During Hurricane Harvey,https://www.nytimes.com/2018/08/03/business/arkema-chemical-plant-explosion-texas.html
,,The storm is the worst ever to hit the Florida Panhandle.,,2018-10-08,,Hurricane Michael Made Landfall. We’re Tracking the Storm and Its Impact.,https://www.nytimes.com/interactive/2018/10/08/us/tracking-hurricane-michael-path.html
,,The president said the administration did a “fantastic job” in responding to the 2017 storm in Puerto Rico. A new estimate of the death toll says otherwise.,,2018-09-02,,"Yes, Mr. Trump, Hurricane Maria Was a ‘Real Catastrophe’",https://www.nytimes.com/2018/09/02/opinion/puerto-rico-hurricane-maria-death-toll.html
,,"Communities in the Carolinas already battered by Hurricane Florence faced a new onslaught: Hurricane Michael, downgraded to a tropical storm, but still packing a punch.",,2018-10-11,,They Were Still Recovering from Hurricane Florence. Then Michael Came.,https://www.nytimes.com/2018/10/11/us/carolinas-hurricane-florence-michael.html
,,"Rising ocean temperatures have fueled some of the most devastating storms in recent years. Kendra Pierre-Louis, a reporter on The New York Times’s climate team, explains how.",,2018-09-13,,"Is Climate Change Making Hurricanes Worse? Yes, Here’s Why.",https://www.nytimes.com/video/climate/100000006101866/hurricane-florence-climate-change.html
,,Friday: Stormy weather and a shade analysis of your apartment.,,2018-10-12,,New York Today: Hurricane Michael Effects,https://www.nytimes.com/2018/10/12/nyregion/new-york-today-hurricane-michael-effects.html
,,"The 2017 hurricane killed 70 times more people in Puerto Rico than the official estimate. As relatives of unrecognized victims, how can we begin to heal?",,2018-07-12,,Hurricane Maria Killed Our Loved Ones. We Want Closure.,https://www.nytimes.com/video/opinion/100000005943390/hurricane-maria-killed-our-loved-ones-we-want-closure.html
,,"President Trump visited Lynn Haven, Fla., one of several areas hit hard by Hurricane Michael.",,2018-10-15,,Trump Views ‘Total Devastation’ From Hurricane Michael,https://www.nytimes.com/video/us/100000006162767/trump-visit-hurricane-michael-florida.html
,,"Already the emergency and recovery response is staggering in scope, and the threats have not abated.",,2018-09-22,,"Hurricane Florence Has Gone, but Challenges for the Carolinas Have Just Begun",https://www.nytimes.com/2018/09/22/us/hurricane-florence-carolina.html
,,"A day after Hurricane Michael struck Florida, a man appeared on Pinetree Road. In a few chaotic minutes, he was accused of looting, and then he was shot dead.",,2018-10-23,,A Hurricane’s Chaos. A Cry of Looting. Then Gunfire.,https://www.nytimes.com/2018/10/23/us/hurricane-michael-police-shooting-dakota-brooks.html
,,How well did you follow the news this past week? How many of these 10 questions can you get right?,,2018-09-18,,"Weekly News Quiz for Students: Hurricane, Emmys, Immigration",https://www.nytimes.com/interactive/2018/09/18/learning/18NQLN.html
,,"Here are some tips for getting ready: Make a plan, bring documents, close lids, clear the yard, blast the freezer.",,2018-09-11,,Evacuating for Hurricane Florence: How to Prepare Yourself,https://www.nytimes.com/2018/09/11/us/hurricane-preparedness-evacuation.html
,,“When is anybody coming to do something?” one woman asked as Panhandle residents began searching for basic necessities.,,2018-10-12,,‘We Need Answers’: Hurricane Michael Leaves Florida Residents Desperate for Aid,https://www.nytimes.com/2018/10/12/us/looting-stores-hurricane-michael.html
,,"The president dismissed the official death toll of 3,000 from Hurricane Maria, citing far lower numbers, and falsely accused Democrats of inflating the number.",,2018-09-13,,"As a New Hurricane Roars In, Trump Quarrels Over the Last One",https://www.nytimes.com/2018/09/13/us/politics/trump-denies-puerto-rico-death-roll.html
,,Jose Alvarado Jr. set out to capture quiet moments that are rooted in his family’s experiences yet speak to those of countless others.,,2018-09-19,,He Photographed What Hurricane Maria ‘Couldn’t Take Away’ From His Family,https://www.nytimes.com/2018/09/19/lens/he-photographed-what-hurricane-maria-couldnt-take-away-from-his-family.html
,,North Carolina and Virginia have moved inmates inland ahead of Florence. But South Carolina says they are safer where they are.,,2018-09-13,,"While Residents Are Urged to Leave, Inmates Remain in Hurricane’s Path",https://www.nytimes.com/2018/09/13/us/hurricane-florence-prisoners.html
,,"The Southeast is bracing for a major Category 4 storm later this week, with a one-two punch of both wind and storm surge and major inland flooding.",,2018-09-10,,"As Hurricane Florence Threatens the Carolinas, 1 Million Ordered to Evacuate",https://www.nytimes.com/2018/09/10/us/hurricane-florence.html
,,"While much attention has focused on Puerto Rico’s slow recovery from Hurricanes Maria and Irma, other islands have also struggled. The British Virgin Islands were among the worst hit.",,2018-09-24,,It’s ‘One Tough Year’ After Hurricanes Tore Through British Virgin Islands,https://www.nytimes.com/2018/09/24/world/americas/caribbean-hurricane-irma-recovery-tortola.html
,,"After last year’s harsh lessons, the administration girded for a test of its ability as Hurricane Florence approached the Carolina coast.",,2018-09-13,,Hurricane Florence Is a Formidable Test for FEMA and Trump,https://www.nytimes.com/2018/09/12/us/politics/trump-hurricane-florence-fema.html
,,Bed bugs have infested a shelter. FEMA is distributing free cash. Rumors like these have swept the Florida Panhandle since the hurricane. It’s like a game of telephone.,,2018-10-18,,Where’d You Hear That? A Rumor Mill Churns Amid Hurricane Michael’s Rubble,https://www.nytimes.com/2018/10/18/us/rumors-hurricane-michael-florida.html
,,"The 2017 hurricane killed 70 times more people in Puerto Rico than the official estimate. As relatives of unrecognized victims, how can we begin to heal?",,2018-07-12,,Hurricane Maria Killed Our Loved Ones. They’re Not Just Statistics.,https://www.nytimes.com/2018/07/12/opinion/contributors/hurricane-maria-killed-our-loved-ones-we-want-closure.html
,,How we define a calamity determines how we plan for and respond to them. Or not.,,2018-09-13,,What Trump Doesn’t Get About Disasters,https://www.nytimes.com/2018/09/13/opinion/trump-hurricane-maria-puerto-rico-disaster.html
,,Here’s what you need to know to start your day.,,2018-10-11,,"Stocks, Saudi Arabia, Hurricane Michael: Your Thursday Briefing",https://www.nytimes.com/2018/10/11/briefing/saudi-arabia-stocks-hurricane-michael.html
,,Here’s what you need to know to start your day.,,2018-10-12,,"Hurricane Michael, Georgia, Stock Markets: Your Friday Briefing",https://www.nytimes.com/2018/10/12/briefing/hurricane-michael-georgia-stock-markets.html
,,A guide to understanding the official death estimates for Puerto Rico as a result of Hurricane Maria.,,2018-06-03,,"Puerto Rico: How Do We Know 3,000 People Died as a Result of Hurricane Maria?",https://www.nytimes.com/2018/06/02/us/puerto-rico-death-tolls.html
,,"As Hurricane Florence approached this week, early forecasts recalled Hazel, the last Category 4 storm to hit North Carolina.",,2018-09-12,,How Hurricane Hazel Hit North Carolina With a Destructive Punch in 1954,https://www.nytimes.com/2018/09/12/us/hurricane-hazel-florence.html
,,"Panama City, Fla., is urging FEMA to move faster to provide housing to thousands of people whose homes were damaged or destroyed by the storm.",,2018-10-29,,"A Florida City, Hit Hard by Hurricane Michael, Seeks More Housing Aid",https://www.nytimes.com/2018/10/29/us/fema-hurricane-michael-panama-city.html
,,Puerto Ricans came together to count their losses and reflect on life after Hurricane Maria.,,2018-09-20,,Sunrise Melodies and Tearful Reflections: Puerto Rico a Year After Maria,https://www.nytimes.com/2018/09/20/us/hurricane-maria-anniversary-puerto-rico.html
,,"The storm, with 145 mile-per-hour winds, weakened slightly on Wednesday after reaching Category 5. Officials had placed food, water and generators in every county.",,2018-08-22,,"Hawaii Braces for Hurricane Lane, a Rare Category 4 Storm",https://www.nytimes.com/2018/08/22/us/hurricane-lane-hawaii.html
,,"In a pair of tweets casting doubt on the official estimate of nearly 3,000 deaths, the president clung to an outdated estimate, wrongly suggested that doubt over the figure emerged “a long time later” and inaccurately characterized the new figure ...",,2018-09-13,,Trump’s False Claims Rejecting Puerto Rico’s Death Toll From Hurricane Maria,https://www.nytimes.com/2018/09/13/us/politics/trump-fact-check-hurricane.html
,,"As the storm made landfall on the coast of the Florida Panhandle, those left near ground zero were in for a terrible beating.",,2018-10-10,,Shrieking Wind and Shuddering Glass: Hurricane Michael Arrives With a Punch,https://www.nytimes.com/2018/10/10/us/florida-winds-weather-category-4.html
,,Wednesday: Tracking Hurricane Florence and the “mean Hurricane Sisters” of 1954.,,2018-09-12,,New York Today: Could Hurricane Florence Hit New York?,https://www.nytimes.com/2018/09/12/nyregion/new-york-today-hurricane-florence.html
,,President Trump claims his response to Hurricane Maria in Puerto Rico was a big success. Mr. Noah disagrees.,,2018-09-13,,Trevor Noah Doesn’t Think Trump Is Prepared for Hurricane Florence,https://www.nytimes.com/2018/09/13/arts/television/trevor-noah-trump-hurricane-florence.html
,,"By Friday morning, Hurricane Lane had weakened to a Category 2 storm, but the storm continued to dump heavy rainfall on parts of Hawaii.",,2018-08-22,,Hurricane Lane Map: Tracking the Storm’s Path Toward Hawaii,https://www.nytimes.com/interactive/2018/08/22/us/hurricane-lane-hawaii.html
,,"When news of natural disasters or man-made ones break in the U.S., Julie Bloom taps a variety of tools to communicate with reporters, edit stories and get them published.",,2019-01-02,,Hurricanes. Shootings. Fires. Time for an Editor’s Emergency Kit.,https://www.nytimes.com/2019/01/02/technology/personaltech/breaking-emergency-news-tech.html
,,"The official assessment of deaths related to Hurricane Maria in Puerto Rico has been raised to 2,975, after a new study found a 22 percent increase in deaths.",,2018-08-28,,"Nearly a Year After Hurricane Maria, Puerto Rico Revises Death Toll to 2,975",https://www.nytimes.com/2018/08/28/us/puerto-rico-hurricane-maria-deaths.html
,,"Those who stay put regardless of rain, wind and flooding frustrate emergency officials every time a hurricane approaches. And now Hurricane Florence is looming.",,2018-09-13,,The Hurricane Holdouts Who Never Leave Now Face a ‘Monster’ Storm,https://www.nytimes.com/2018/09/13/us/holdouts-hurricane-florence.html
,,Here’s what you need to know to start your day.,,2018-10-08,,"Hurricane Michael, Limousine Crash, Nobel in Economics: Your Monday Briefing",https://www.nytimes.com/2018/10/08/briefing/tropical-storm-michael-limousine-crash-nobel-economics.html
,,Here’s what you need to know to start your day.,,2018-09-13,,"Your Thursday News Briefing: Immigration, Hurricane Florence, Vaping",https://www.nytimes.com/2018/09/13/briefing/thursday-news-briefing.html
,,"A girl in Georgia was killed when strong winds from Hurricane Michael tore away a carport and sent it hurtling into the modular home she was in, officials said.",,2018-10-12,,"‘Last Night Was Just Hell’: Father Describes Death of Girl, 11, During Hurricane Michael",https://www.nytimes.com/2018/10/11/us/hurricane-michael-girl-dead.html
,,"Under an unflinching Florida sun, the teams looked for the tiniest signs of life amid the wreckage and thick brush.",,2018-10-13,,"With Sniffer Dogs and Hope, Rescue Teams Comb Through Hurricane Michael Damage",https://www.nytimes.com/2018/10/13/us/hurricane-michael-fema-search-rescue-florida.html
,,"The small oyster town of Apalachicola, on a remote point on the Gulf of Mexico, had already suffered through drought and an oil spill. Then Hurricane Michael swept through.",,2018-10-12,,"For a Struggling Oyster Town, Hurricane Michael May Be One Misery Too Many",https://www.nytimes.com/2018/10/12/us/fishing-communities-damage-hurricane.html
