source,author,title,description,url,photo_url,pub_date,content
Insider.com,"feedback@businessinsider.com (Sahar Esfandiari), Sahar Esfandiari","A Colorado woman has been charged with murdering her terminally ill 7-year-old daughter and defrauding insurers out of over $500,000","Douglas County Sheriff's Office A woman in Colorado has been indicted on murder charges two years after the death of her daughter, who she said was terminally ill, according to numerous media reports. In a statement, the Douglas County Sheriff said Turner's a…",https://www.insider.com/colorado-woman-charged-murder-terminally-ill-7-year-old-child-2019-10,https://image.businessinsider.com/5daf1535e94e865a931b9c61?width=1200&format=jpeg,2019-10-22,"A woman in Colorado has been indicted on murder charges two years after the death of her daughter, who she said was terminally ill, according to numerous media reports.
Kelly Renee Turner, 41 — also known as Kelly Gant — is being held on 13 separate charges … [+3060 chars]"
Forbes.com,"Marshall Shepherd, Contributor, Marshall Shepherd, Contributor https://www.forbes.com/sites/marshallshepherd/",3 Reasons Tornado Threats Warrant Immediate TV Coverage,3 reasons an EF3 tornado always warrants coverage no matter what's on TV,https://www.forbes.com/sites/marshallshepherd/2019/10/22/3-reasons-tornado-threats-warrant-immediate-tv-coverage/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F1182532539%2F960x0.jpg%3FcropX1%3D0%26cropX2%3D4911%26cropY1%3D254%26cropY2%3D3015,2019-10-22,Earlier this year a former student of mine was threatened and trolled because she interrupted a live broadcast of the Masters golf tournament for severe weather coverage in Atlanta. Other meteorologist like James Spann have opined on the foolishness that they… [+14927 chars]
Lithub.com,Emily Temple,The 10 new books you should be reading this week.,"Every week, a new crop of great new books hit the shelves. If we could read them all, we would, but since time is finite and so is the human capacity for page-turning, here are a few of the ones we’ll be starting with. What are you reading this week? FICTION …",https://lithub.com/the-10-new-books-you-should-be-reading-this-week/,https://s26162.pcdn.co/wp-content/uploads/2019/10/81v70j8KhIL-1.jpg,2019-10-22,"Every week, a new crop of great new books hit the shelves. If we could read them all, we would, but since time is finite and so is the human capacity for page-turning, here are a few of the ones well be starting with. What are you reading this week?
FICTION … [+5964 chars]"
Wccftech.com,Ali Salman,"Get These Powerful Robot Vacuum Cleaners on Discount – Includes 360 S6, Alfawise V9S, More","If you're looking for the perfect smart robot vacuum cleaner at a considerably budget price, be sure to check out our options. Today, we have options from Xiaomi, Alfawise and more. The list includes a range of products with a wide variety of features and mod…",https://wccftech.com/get-these-powerful-robot-vacuum-cleaners-on-discount-includes-360-s6-alfawise-v9s-more/,https://cdn.wccftech.com/wp-content/uploads/2019/07/roborock-robot-vacuum-cleaner-deal-740x396.png,2019-10-22,"If you're looking for the perfect smart robot vacuum cleaner at a considerably budget price, be sure to check out our options. Today, we have options from Xiaomi, Alfawise and more. The list includes a range of products with a wide variety of features and mod… [+5975 chars]"
Today.com,TODAY.com,"Impeachment, Syria, Dallas tornado: See TODAY’s top stories","President Trump rails against Democrats as a key figure is set to testify on Capitol Hill. In other top TODAY stories, the cease-fire in Syria is slated to end, and dramatic new images emerge of the tornado devastation in Texas. Watch TODAY’s stop stories to …",https://www.today.com/video/impeachment-syria-dallas-tornado-see-today-s-top-stories-71820357524,https://media12.s-nbcnews.com/j/MSNBC/Components/Video/201910/tdy_news_A_block2_191022.social_share_1200x630_center.jpg,2019-10-22,
Wflx.com,,Storm Team FOX,Meet our Storm Team FOX Meteorologists!,https://www.wflx.com/2019/07/01/storm-team-fox-team/,https://www.wflx.com/resizer/GBUWB31fgBD6J9XBTFEqWBLuh4w=/1200x0/arc-anglerfish-arc2-prod-raycom.s3.amazonaws.com/public/NWVJYSYKN5GZJC7RWUUDFAMVTQ.png,2019-10-22,"Meet our Storm Team FOX Meteorologists!
Meteorologist Steve Villanueva
Steve Villanueva is from Queens, New York and joins the Storm Team FOX team as our new weekend morning meteorologist.
Steve graduated from NYU with a degree in broadcast journalism. He … [+5273 chars]"
Liveleak.com,piyoti,WATCH: Aerial footage of storm and tornado damage in Dallas,"wow, everything's bigger in texas.",https://www.liveleak.com/view?t=CFL54_1571749186,https://cdn.liveleak.com/80281E/ll_a_u/2019/Oct/22/LiveLeak-dot-com-5daefcdf2f54e_thumb.jpg,2019-10-22,
The Washington Post,Cindy  Boren,A Dallas TV station apologizes for delayed tornado warning during Cowboys game - The Washington Post,"A Dallas TV station apologizes for delayed tornado warning during Cowboys game The Washington Post Dallas tornado industry insured loss likely in the billions Artemis.bm Tornado rips through Dallas, destroying homes and businesses CBS Evening News Stars' Ben …",https://www.washingtonpost.com/sports/2019/10/22/dallas-tv-station-apologizes-delayed-tornado-warning-during-cowboys-game/,https://www.washingtonpost.com/resizer/_c7YMy_36X-pDR10S6iGZYsVO80=/1440x0/smart/d1i4t8bqe7zgj6.cloudfront.net/10-21-2019/t_255cbe73060346a7b2ef452db7776545_name_tornado_scaled.jpg,2019-10-22,"Channel 5 news station apologized Monday evening for not breaking into coverage of the game for six minutes when the twister, preliminarily judged to be an F3, struck at around 10:15 p.m. Eastern time, just as the second half was beginning. The tornado, deeme… [+2792 chars]"
Fool.com,newsfeedback@fool.com (Motley Fool Transcribing),"CrossFirst Bankshares, Inc. (CFB) Q3 2019 Earnings Call Transcript","CFB earnings call for the period ending September 30, 2019.",https://www.fool.com/earnings/call-transcripts/2019/10/22/crossfirst-bankshares-inc-cfb-q3-2019-earnings-cal.aspx,https://g.foolcdn.com/editorial/images/1/featured-transcript-logo-template.jpg,2019-10-22,"Image source: The Motley Fool.
CrossFirst Bankshares, Inc. (NASDAQ:CFB)Q3 2019 Earnings CallOct 21, 2019, 5:00 p.m. ET
Contents:
<ul><li>Prepared Remarks</li><li>Questions and Answers</li><li>Call Participants</li></ul>Prepared Remarks:
Operator
Ladies a… [+27431 chars]"
Blogspot.com,suman,NBC station in Dallas apologizes for delaying tornado warning during Cowboys football game,Latest News And Health Site,http://postnewsd2.blogspot.com/2019/10/nbc-station-in-dallas-apologizes-for.html,https://1.bp.blogspot.com/-VcxwF4xWhag/Xa73LafoTKI/AAAAAAAAO5k/dHOdMLfP56Qgb1XDv9nc1OmRjChJVa0dQCLcBGAsYHQ/w1200-h630-p-k-no-nu/Capture.JPG,2019-10-22,
Chicagotribune.com,"By Dan Wiederer, Chicago Tribune","Dan Wiederer: As Mitch Trubisky's struggles compound, the Bears stare their worst-case scenario in the face",CHICAGO - It was just past 7:30 Sunday night when Mitch Trubisky trudged into his postgame news conference at Soldier Field. His expression was blank and his tone appropriately glum. A 36-25 home loss to the undermanned Saints had been…,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-mitch-trubisky-matt-nagy-20191021-jwi526x5yrd2bjpeyuli5at7vi-story.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/1/bb/1bb408dc-92e3-5cdf-ba20-051d51b9148d/5daef6d1151c2.image.jpg?crop=1754%2C987%2C0%2C97&resize=1120%2C630&order=crop%2Cresize,2019-10-22,"CHICAGO - It was just past 7:30 Sunday night when Mitch Trubisky trudged into his postgame news conference at Soldier Field. His expression was blank and his tone appropriately glum. A 36-25 home loss to the undermanned Saints had been that jarring, that disp… [+7586 chars]"
Dmagazine.com,Tim Rogers,Leading Off (10/22/19),"Dallas Cop Wasn’t Looting Liquor Store. Channel 8 got some video of a cop holding bottles of booze outside a liquor store that had been wrecked by the tornado. Some people assumed the worst. So the department released audio of the cop calling for backup, as h…",https://www.dmagazine.com/frontburner/2019/10/leading-off-10-22-19/,https://assets.dmagstatic.com/wp-content/uploads/2015/08/d-logo-square-facebook-default.jpg,2019-10-22,"Dallas Cop Wasn’t Looting Liquor Store. Channel 8 got some video of a cop holding bottles of booze outside a liquor store that had been wrecked by the tornado. Some people assumed the worst. So the department released audio of the cop calling for backup, as h… [+1153 chars]"
Prnewswire.com,,Global Sales of TOTO's Popular WASHLET® Line exceed 50 Million,"MORROW, Ga., Oct. 22, 2019 /PRNewswire/ -- TOTO, the world's largest plumbing manufacturer with more than $5.2 billion in annual sales, announced today that its celebrated WASHLET line (encompassing both WASHLET and NEOREST® products) has surpassed 50 million…",https://www.prnewswire.com/news-releases/global-sales-of-totos-popular-washlet-line-exceed-50-million-300942706.html,https://content.prnewswire.com/images/prn_facebook_sharing_logo.jpg,2019-10-22,"""'Life-changing' is how most people describe the experience of using WASHLET for the first time,"" said Shinya Tamura, CEO, TOTO USA. ""WASHLET reinvents the way people perform an important daily ritual, making them cleaner and more comfortable by cleansing wit… [+10059 chars]"
Guernicamag.com,Mary Heglar,After the Storm,How Hurricane Katrina and the murder of Emmett Till shaped one woman’s commitment to climate justice The post After the Storm appeared first on Guernica.,https://www.guernicamag.com/after-the-storm/,https://www.guernicamag.com/wp-content/uploads/2019/10/new-orleans-81669_960_720-e1571254500699.jpg,2019-10-22,"Granddaddy! GET BACK IN THE HOUSE!
Of all the things I thought Id be doing on this visit back to Mississippi, yelling at my grandfather in the middle of a hurricane wasnt one of them. I had spent the better part of that summer, before my senior year at Oberl… [+13136 chars]"
Latimes.com,,Newsletter: 'This phony Emoluments Clause',"Here are the stories you shouldn't miss today: TOP STORIES 'This Phony Emoluments Clause' Trying to dig out from political holes of his own making, President Trump started the workweek by holding forth for 71 minutes during what was ostensibly a Cabinet meeti…",https://www.latimes.com/world-nation/story/2019-10-22/emoluments-clause-trump-newsletter,https://ca-times.brightspotcdn.com/dims4/default/156797b/2147483647/strip/true/crop/6448x3385+0+456/resize/1200x630!/quality/90/?url=https%3A%2F%2Fca-times.brightspotcdn.com%2Ffc%2Fbe%2F3ed2daaf44de8a927ee2299f34ff%2Fepa-rex-donald-trump-holds-a-cabinet-mee-10452202c.JPG,2019-10-22,"Here are the stories you shouldnt miss today:
TOP STORIES
This Phony Emoluments Clause
Trying to dig out from political holes of his own making, President Trump started the workweek by holding forth for 71 minutes during what was ostensibly a Cabinet meeti… [+7138 chars]"
Newsweek,Ewan Palmer,Dallas Police Say Officer Was 'Protecting' Store as Video of Him Carrying Liquor Bottles After Tornado Goes Viral,Officer was accused of looting after he was filmed moving alcohol away from 7-Eleven store.,https://www.newsweek.com/dallas-tornado-officer-looting-liquor-1466898,https://d.newsweek.com/en/full/1538702/dallas-tornado.jpg,2019-10-22,"Dallas Police have denied that one of their officers was captured live on TV looting a convenience store in the wake of a tornado hitting the city.
The force said they launched an investigation into a viral video recorded over the weekend showing a Dallas Po… [+2258 chars]"
Al Jazeera English,Al Jazeera,"Tornado slams Dallas; 4 killed in Arkansas, Oklahoma","Powerful storm causes property damage in Dallas, Texas, and kills four people in Arkansas and Oklahoma.",https://www.aljazeera.com/news/2019/10/tornado-slams-dallas-4-killed-arkansas-oklahoma-191022080923728.html,https://www.aljazeera.com/mritems/Images/2019/10/22/f7f63332dd6c43e59c0beb47b5ba1f5e_18.jpg,2019-10-22,"A tornado tossed trees into homes, tore off storefronts and downed power lines but killed no one in a densely populated area of Dallas, leaving Mayor Eric Johnson to declare the city ""very fortunate"" to be assessing only property damage.
The late-night storm… [+2369 chars]"
Goodmorningamerica.com,ABC News,WATCH: Wildfires in California force more evacuations,"Another blaze burned across the San Bernardino mountains, scorching over 17 acres and prompting dozens of home evacuations on the heels of mass fire evacuations in the Pacific Palisades.",https://www.goodmorningamerica.com/news/video/wildfires-california-force-evacuations-66436582,https://s.abcnews.com/images/GMA/191022_gma_gutman4_hpMain_16x9_992.jpg,2019-10-22,"<li>Now Playing: Battle against massive wildfires in California rages on
</li><li>Now Playing: Two dead in Southern California wildfires
</li><li>Now Playing: Pokemon Go player killed after witnessing robbery
</li><li>Now Playing: Jimmy Carter hospitalized… [+1266 chars]"
Goodmorningamerica.com,ABC News,WATCH: Facebook shuts down disinformation campaigns,"Facebook announced it found evidence of Russia and other foreign actors, including Iran, trying to influence the 2020 U.S. election using social media.",https://www.goodmorningamerica.com/news/video/facebook-shuts-disinformation-campaigns-66436597,https://s.abcnews.com/images/GMA/191022_gma_llamas2_hpMain_16x9_992.jpg,2019-10-22,"<li>Now Playing: Facebook CEO defends political advertisements in rare speech
</li><li>Now Playing: I think the whistleblower did the right thing: Acting DNI 
</li><li>Now Playing: Pokemon Go player killed after witnessing robbery
</li><li>Now Playing: Jim… [+1288 chars]"
Cbslocal.com,CBS Dallas/Fort Worth,Home Of Former President George W. Bush And Laura Bush Spared By Dallas Tornado,The EF-3 tornado that caused widespread damage in North Dallas passed closed to the home of former President George W. Bush and Laura Bush.,https://dfw.cbslocal.com/2019/10/22/home-president-george-w-bush-laura-bush-dallas-tornado/,https://dfw.cbslocal.com/wp-content/uploads/sites/15909545/2018/10/bush-fam-1.jpg?w=1024,2019-10-22,"DALLAS (CBSDFW.COM) – The EF-3 tornado that caused widespread damage in North Dallas passed closed to the home of former President George W. Bush and Laura Bush.
Bush spokesman Freddy Ford said in a statement that “the Bushes are safe and praying for their n… [+697 chars]"
Today.com,TODAY.com,Dallas tornado: New images of devastation as storm heads east,Parts of the South are bracing for more severe weather as the system that devastated homes and schools and knocked out power to tens of thousands in Texas moves toward the East Coast. NBC’s Gabe Gutierrez reports from Dallas.,https://www.today.com/video/dallas-tornado-new-images-of-devastation-as-storm-heads-east-71813701844,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/201910/tdy_news_gabe_tornado_191022_1920x1080.social_share_1200x630_center.jpg,2019-10-22,
Dallasnews.com,Corbett Smith,"More than 20 Dallas-area schools still closed Tuesday, as recovery from weekend tornadoes continues - The Dallas Morning News","More than 20 Dallas-area schools still closed Tuesday, as recovery from weekend tornadoes continues The Dallas Morning News Dallas tornado leaves trail of destruction CBS This Morning Tyler Seguin's home that is up for sale heavily damaged by tornado in Dalla…",https://www.dallasnews.com/news/education/2019/10/22/more-than-20-dallas-area-schools-still-closed-tuesday-as-recovery-from-weekend-tornadoes-continues/,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer//4dfE_2cqESMb174cliQjmaZjBgU=/1200x630/smart/filters:no_upscale()/arc-anglerfish-arc2-prod-dmn.s3.amazonaws.com/public/LOAWZIFXTVGZHNY3RXZ7QETNGY.jpg,2019-10-22,"More than 20 schools in North Dallas and Richardson remain closed Tuesday, cancelling classes for a second day as they try to recover from three tornadoes that swept through the area late Sunday night.
Early Tuesday morning, Dallas ISD announced that 12 scho… [+2738 chars]"
Mindtools.com,Yolande Conradie,Do. Learn. Improve. – Join Our #MTtalk!,"About This Week’s Chat When I recently read Pablo Picasso’s quote (below), it reminded me of myself – and how I do, learn, improve. I started driving before I learned how to drive (don’t try it at home!). I made a dress before I learned to sew. And I baked be…",https://www.mindtools.com/blog/do-learn-improve-join-our-mttalk/,https://www.mindtools.com/blog/wp-content/uploads/2019/10/Do.-Learn.-Improve.-Title-Blog.jpg,2019-10-22,"About This Weeks Chat 
When I recently read Pablo Picassos quote (below), it reminded me of myself and how I do, learn, improve. I started driving before I learned how to drive (dont try it at home!). I made a dress before I learned to sew. And I baked befor… [+4434 chars]"
Fark.com,,A Dallas TV station had a choice of telecasting a warning that there was a tornado heading toward the city or six additional minutes of the Cowboys beating up on the Eagles. Guess which one they chose [Facepalm],A Dallas TV station had a choice of telecasting a warning that there was a tornado heading toward the city or six additional minutes of the Cowboys beating up on the Eagles. Guess which one they chose,https://www.fark.com/comments/10596016/A-Dallas-TV-station-had-a-choice-of-telecasting-a-warning-that-there-was-a-tornado-heading-toward-city-six-additional-minutes-of-Cowboys-beating-up-on-Eagles-Guess-which-one-they-chose,https://farkuserimg-full.sfo2.digitaloceanspaces.com/p/pz/fark_pzQlvF2XHevVxJoPBhV4XxEi5dE.jpg?AWSAccessKeyId=HBAYEKZHGUB4NAYQBVSQ&Expires=1572235200&Signature=s%2BstDpdt7O%2Bl9p69WDkWLmMebFM%3D,2019-10-22,"<li>Links are submitted by members of the Fark community.
</li><li>When community members submit a link, they also write a custom headline for the story.
</li><li>Other Farkers comment on the links. This is the number of comments. Click here to read them.
… [+117 chars]"
CBS News,CBS News,Baby born by candlelight in laundry room during Texas tornado,"The Bump Birthing Center, which had lost power during the storm, welcomed the newborn in their laundry room",https://www.cbsnews.com/news/dallas-tornado-baby-girl-born-by-candlelight-in-laundry-room-of-bump-birthing-center-during-storm/,https://cbsnews2.cbsistatic.com/hub/i/r/2019/10/22/4577a09d-1465-4c01-9fa1-0857c73f95b6/thumbnail/1200x630g8/614a1b4ce9d292804dada3a8f066b2f4/laundry-room-72884149-768403633600051-2413556541274718208-o.jpg,2019-10-22,"A baby girl made her entrance into this world one week after her due date amid the sound of blaring tornado sirens and the soft glow of candlelight. CBS DFW reports the Bump Birthing Center, which had lost power during the storm, welcomed the newborn in their… [+1259 chars]"
Newser.com,Rob Quinn,Dallas Station: Sorry We Delayed Tornado Warning for Football,A Dallas TV station has apologized for taking six minutes to decide that a tornado warning was worth interrupting coverage of the Cowboys game over. NBC affiliate KXAS issued a statement admitting that although its meteorologists were tracking thunderstorms S…,https://www.newser.com/story/282040/dallas-station-sorry-we-delayed-tornado-warning-for-football.html,https://img1-azrcdn.newser.com/image/1263652-12-20191022052947.jpeg,2019-10-22,"(Newser)
A Dallas TV station has apologized for taking six minutes to decide that a tornado warning was worth interrupting coverage of the Cowboys game over. NBC affiliate KXAS issued a statement admitting that although its meteorologists were tracking thund… [+1198 chars]"
Dallasobserver.com,Silas Allen,"After Tornado, Some Dallas Students Move to New Schools","Most, if not all, of the students at Dallas ISD schools that were shut down after Sunday's tornadoes can expect to be back in school this week. But exactly where they'll be in school is another matter. School officials canceled classes Monday at 20 campuses w…",https://www.dallasobserver.com/news/after-dallas-tornado-some-disd-students-move-into-new-schools-11785209,https://images1.dallasobserver.com/imager/u/original/11785213/73323483_2343505799221532_2622626293589475328_n.jpg,2019-10-22,"Most, if not all, of the students at Dallas ISD schools that were shut down after Sunday's tornadoes can expect to be back in school this week.
But exactly where they'll be in school is another matter.
School officials canceled classes Monday at 20 campuses… [+4748 chars]"
Dallasobserver.com,Stephen Young,"Officer in Viral Video Wasn’t Looting Liquor Store, DPD Says","The video making social media rounds, the one that shows a Dallas Police Department officer carrying two liquor bottles in front of a tornado-damaged liquor store in North Dallas, has an innocuous explanation, according to the department. The officer, who has…",https://www.dallasobserver.com/news/dpd-denies-cop-was-looting-alcohol-after-tornado-11785334,https://images1.dallasobserver.com/imager/u/original/11785344/istock-1035118182.jpg,2019-10-22,"The video making social media rounds, the one that shows a Dallas Police Department officer carrying two liquor bottles in front of a tornado-damaged liquor store in North Dallas, has an innocuous explanation, according to the department. The officer, who has… [+749 chars]"
Wfaa.com,,Memories torn away with loss of Fire Station 41,Tina Flippin spent much of her childhood at the firehouse,https://www.wfaa.com/article/weather/memories-torn-away-with-loss-of-fire-station-41/287-3c64b38b-42c2-4082-be1c-b1c6b51c72eb,https://media.wfaa.com/assets/WFAA/images/9fe08ee2-fb42-4672-b116-09f8ca3d605c/9fe08ee2-fb42-4672-b116-09f8ca3d605c_1140x641.jpg,2019-10-22,"DALLAS After 60 years of service, Fire Station 41 in Dallas was eventually going to need to be replaced.
Tina Flippin wishes it didnt have to be replaced like this.
The station was destroyed by the tornado that touched down in Dallas Sunday night.
This was… [+1774 chars]"
Wfaa.com,Chris Lawrence,"'This, too, shall pass': A look inside surviving the Dallas tornado",Dallas resident Randy Bennett lost his house to the EF-3 tornado that tore through the city Sunday night.,https://www.wfaa.com/article/weather/look-inside-surviving-the-dallas-tornado/287-942fdf69-e825-4502-91a4-a52f0b6f3bc1,https://media.wfaa.com/assets/WFAA/images/d1620418-5e65-4362-8e20-852f898de9f0/d1620418-5e65-4362-8e20-852f898de9f0_1140x641.png,2019-10-22,"DALLAS At some point Sunday night, Randy Bennett started hearing this noise: dada-duh-dah, dada-duh-dah. 
He opens his door and looks outside. He thinks it's hail hitting his house.
But it's not. 
It's branches, pieces of wood and debris battering the side… [+1142 chars]"
Hurriyetdailynews.com,hurriyetdailynews.com,Japan’s monarch enthroned in ancient-style ceremony,Japan’s new monarch officially enthroned on Oct. 22 in an ancient-style ceremony,http://www.hurriyetdailynews.com/japans-monarch-enthroned-in-ancient-style-ceremony-147810,http://i.hurimg.com/i/hdn/75/200x200/5daea9ab7af5071754dd4b0c.jpg,2019-10-22,"TOKYO-Anadolu Agency
Japans new monarch was officially enthroned on Oct. 22 in an ancient-style ceremony.
Clad in nineth-century designed dark-orange robe, Emperor Naruhito, 59, stood inside the 6.5-meter-high canopied Takamikura imperial throne during the … [+1644 chars]"
Vimeo.com,,Monsoon 6 Trailer (8K),"Become a Patron: patreon.com/mikeolbinski Music: ""No Quiet by Luke Atencio (through TheMusicbed.com, sign-up for licensing here: share.mscbd.fm/mikeolbinski ) ------------------------ Our 2019 monsoon here in Arizona was dubbed a ""nonsoon"" for most of the sum…",https://vimeo.com/367943518,https://i.vimeocdn.com/filter/overlay?src0=https%3A%2F%2Fi.vimeocdn.com%2Fvideo%2F824479442_1280x545.jpg&src1=https%3A%2F%2Ff.vimeocdn.com%2Fimages_v6%2Fshare%2Fplay_icon_overlay.png,2019-10-22,"Become a Patron: patreon.com/mikeolbinski
Music: ""No Quiet by Luke Atencio (through TheMusicbed.com, sign-up for licensing here: share.mscbd.fm/mikeolbinski)------------------------
Our 2019 monsoon here in Arizona was dubbed a ""nonsoon"" for most of the sum… [+1323 chars]"
Scmp.com,"Trenton Akers, Trenton Akers",Zac Purton urges caution over Yee Cheong Baby’s huge trial win,"He could not have been more impressive in an eye-catching trial performance, but jockey Zac Purton has warned punters to be wary of Yee Cheong Baby’s dominant 14-and-a-half-length victory.The Jimmy Ting Koon-ho-trained galloper was all the rage earlier this s…",https://www.scmp.com/sport/racing/article/3034012/zac-purton-urges-caution-over-yee-cheong-babys-huge-trial-win,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/methode/2019/10/22/44bb26d0-f479-11e9-87ad-fce8e65242a6_image_hires_145352.JPG?itok=4PqRh8S4&v=1571727242,2019-10-22,"He could not have been more impressive in an eye-catching trial performance, but jockey Zac Purton has warned punters to be wary of Yee Cheong Baby’s dominant 14-and-a-half-length victory.
The Jimmy Ting Koon-ho-trained galloper was all the rage earlier this… [+2527 chars]"
Freerepublic.com,Fox News,NY Times blasted for Hillary Clinton 'puff piece' calling her a 'master troll',"The New York Times was widely criticized on Monday for what was described as a ""puff piece"" about Hillary Clinton over her recent attacks on Rep. Tulsi Gabbard and President Trump, suggesting she's a ""master troll."" In an analysis piece from Times reporter Li…",https://www.freerepublic.com/focus/f-news/3788059/posts,,2019-10-22,"Skip to comments.
NY Times blasted for Hillary Clinton 'puff piece' calling her a 'master troll'Fox News ^
 | October 21 2019
 | Joseph A. Wulfsohn
Posted on 10/21/2019 11:14:19 PM PDT by knighthawk
The New York Times was widely criticized on Monday for … [+1893 chars]"
Dailymail.co.uk,By James Gordon For Dailymail.com,Baby is delivered in birthing center laundry room by candlelight during Dallas tornado,A mother who was having contractions ended up having to give birth in the laundry room of a birthing center in Dallas after a tornado came within half-a-mile.,https://www.dailymail.co.uk/news/article-7599037/Baby-delivered-birthing-center-laundry-room-candlelight-Dallas-tornado.html,https://i.dailymail.co.uk/1s/2019/10/22/06/20021128-0-image-a-90_1571722921412.jpg,2019-10-22,"A baby was born during the middle of a ferocious tornado which struck Dallas, Texas with 140mph winds on Sunday night.
The tiny baby girl was born in the laundry room of a birthing center - deemed to be the safest place in the building as the power went out … [+2943 chars]"
Stripes.com,,"Tornado slams Dallas; 4 killed in Arkansas, Oklahoma","The Storm Prediction Center said severe thunderstorms could continue through Monday night along the Gulf Coast from southeastern Louisiana to the Florida Panhandle, with damaging winds and a couple of tornadoes possible.",https://www.stripes.com/news/us/tornado-slams-dallas-4-killed-in-arkansas-oklahoma-1.604076?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+starsandstripes%2Fgeneral+%28Stars+and+Stripes%29,https://www.stripes.com/polopoly_fs/1.604079.1571717283!/image/image.jpg_gen/derivatives/landscape_490/image.jpg,2019-10-22,"DALLAS A tornado tossed trees into homes, tore off storefronts and downed power lines but killed no one in a densely populated area of Dallas, leaving Mayor Eric Johnson to declare the city ""very fortunate"" to be assessing only property damage.
A meteorologi… [+5127 chars]"
Theblaze.com,Carlos Garcia,NBC station in Dallas apologizes for delaying tornado warning during Cowboys football game,"An NBC affiliate station in Dallas, Texas, is apologizing for not interrupting soon enough an NFL game in order to warn about a tornado that hit the city and damaged many homes and businesses. ""During Sunday night's Dallas Cowboys game, we made a mistake by n…",https://www.theblaze.com/news/station-showed-cowboys-ignored-tornado-warning,https://theblaze-img.rbl.ms/simage/https%3A%2F%2Fassets.rbl.ms%2F22023135%2F1200x600.jpg/2000%2C2000/j%2B4LspJ8JgGzsKFV/img.jpg,2019-10-22,"An NBC affiliate station in Dallas, Texas, is apologizing for not interrupting soon enough an NFL game in order to warn about a tornado that hit the city and damaged many homes and businesses.
""During Sunday night's Dallas Cowboys game, we made a mistake by … [+1448 chars]"
Indianexpress.com,New York Times,Dallas tornado leaves trail of damage; storm causes panic at Memphis airport,"Aerial footage showed that the tornado had ripped roof shingles and siding off homes and punched out windows from their panes, with the powerful winds warping, flattening, and even uprooting fences. Lawns and roads were strewn with debris.",https://indianexpress.com/article/world/dallas-tornado-leaves-trail-of-damage-storm-causes-panic-at-memphis-airport-6081557/,https://images.indianexpress.com/2019/10/tornado759.jpg?w=759,2019-10-22,"A tornado barreled through the Dallas-Fort Worth metroplex on Sunday night, obliterating concrete buildings, a big rig and utility poles in a wide path of destruction and leaving tens of thousands of people without power. (The New York Times)
Written by Adee… [+4968 chars]"
Reuters,Reuters Editorial,NHL roundup: Jackets edge Leafs on OT penalty shot,"Gustav Nyquist scored on a penalty shot at 1:57 of overtime, and the visiting Columbus Blue Jackets defeated the Toronto Maple Leafs on Monday.",https://www.reuters.com/article/us-icehockey-nhl-roundup-idUSKBN1X108L,https://s3.reutersmedia.net/resources/r/?m=02&d=20191022&t=2&i=1443596581&w=1200&r=LYNXMPEF9L09J,2019-10-22,"Gustav Nyquist scored on a penalty shot at 1:57 of overtime, and the visiting Columbus Blue Jackets defeated the Toronto Maple Leafs on Monday. 
The penalty shot was awarded after Toronto’s Mitch Marner hooked Nyquist on a breakaway. Nyquist responded by sco… [+2495 chars]"
Reuters,Reuters Editorial,NHL roundup: Jackets edge Leafs on OT penalty shot,"Gustav Nyquist scored on a penalty shot at 1:57 of overtime, and the visiting Columbus Blue Jackets defeated the Toronto Maple Leafs on Monday.",https://ca.reuters.com/article/sportsNews/idCAKBN1X108L-OCASP,https://s3.reutersmedia.net/resources/r/?m=02&d=20191022&t=2&i=1443595847&w=1200&r=LYNXMPEF9L09J-OCASP,2019-10-22,"Gustav Nyquist scored on a penalty shot at 1:57 of overtime, and the visiting Columbus Blue Jackets defeated the Toronto Maple Leafs on Monday. 
The penalty shot was awarded after Toronto’s Mitch Marner hooked Nyquist on a breakaway. Nyquist responded by sco… [+2495 chars]"
Fox Sports,AP,Pavelski's power-play goal helps Stars beat Senators 2-1,"Radek Faksa also scored for Dallas, and Anton Khudobin made 19 saves for his first win in four games this season.",https://www.foxsports.com/southwest/story/pavelskis-power-play-goal-helps-stars-beat-senators-2-1-102219,https://b.fssta.com/uploads/2019/10/usatsi_13551367.vresize.1200.630.high.9.jpg,2019-10-22,"DALLAS (AP) – Joe Pavelski scored a power-play goal midway through the second period, and the Dallas Stars beat the Ottawa Senators 2-1 Monday night for their second straight win.
Radek Faksa also scored for Dallas, and Anton Khudobin made 19 saves for his f… [+1973 chars]"
