title,author,source,description,content,pub_date,url,urlToImage
A 'perfect storm' is spiking drug deaths in Scotland,World Politics Review,Worldpoliticsreview.com,"Reuters Drug-related deaths in Scotland spiked to nearly 1,200 in 2018 — 27% more than in 2017. Scotland's drug crisis is the result of a ""perfect storm"" of economic, social, and cultural factors. Visit Business Insider's homepage for more stories. Editor's N…",,2019-10-17,https://www.worldpoliticsreview.com/trend-lines/28266/a-perfect-storm-has-led-to-a-spike-in-drug-deaths-in-scotland,https://image.businessinsider.com/5da796a24af909471e066703?width=1200&format=jpeg
Fortnite Trick Lets You Survive The Storm,Riley MacLeod,Kotaku.com,"Players are still discovering all the changes in Fortnite ’s chapter 2, which means of course they’re finding exploits. A newly discovered one lets you use the shield-granting waters of Slurpy Swamp to avoid taking storm damage. Read more...","Players are still discovering all the changes in Fortnites chapter 2, which means of course theyre finding exploits. A newly discovered one lets you use the shield-granting waters of Slurpy Swamp to avoid taking storm damage.
As reported by Dexerto, the tric… [+1277 chars]",2019-10-18,https://kotaku.com/fortnite-trick-lets-you-survive-the-storm-1839165851,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/fvlds5lkgn2ggx55wyuf.png"
"Fall began with 3 bizarre weather events -- record snowfall, a heat wave and a Category 5 hurricane","Leah Asmelash, CNN",CNN,"The first few days of the season haven't felt much like fall at all for many across the United States. From snow storms to heat waves, here's a look at three wild weather events that marked the start of season.","(CNN)Fall officially began on September 23, but clearly Mother Nature had other plans.
The first few days of the season haven't felt much like fall at all for many across the United States. From snow storms to heat waves hello? Did we miss something? What ha… [+2644 chars]",2019-10-05,https://www.cnn.com/2019/10/05/us/fall-weather-record-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190929041000-snow-september-sunday-03-super-tease.jpg
Winter driving conditions in Calgary amid snowfall warning - Global News,Slav Kornik,Globalnews.ca,Winter driving conditions in Calgary amid snowfall warning Global News 170 crashes pile up in Calgary as heavy snow blankets southern Alberta CBC News Snowfall warning called in Calgary as storm ups the ante CTV News Snowfall warning hits southern Alberta Coc…,"A winter and snowfall warning continued in southern Alberta on Sunday, including Calgary and surrounding communities.
Environment Canada said 15-25 centimetres of snowfall accumulation was expected to hit the area by Monday afternoon.
“A Pacific weather sys… [+3751 chars]",2019-09-29,https://globalnews.ca/news/5967024/calgary-alberta-snowfall-warning/,https://shawglobalnews.files.wordpress.com/2019/09/highway-1-semi-collision-sept-29-19.jpg?quality=70&strip=all&w=720&h=379&crop=1
Jets storm back from four goals down to beat Devils in shootout thriller - Winnipeg Sun,,Winnipegsun.com,Jets storm back from four goals down to beat Devils in shootout thriller Winnipeg Sun Jets rally from four-goal deficit to beat Devils in shootout Sportsnet.ca Jets storm back in Jersey Winnipeg Free Press Devils' Coleman scores unbelievable one-handed goal w…,"NEWARK, N.J. — In a game in which his team staged a furious rally to erase a four-goal deficit and tie the score in the third period, Winnipeg Jets captain Blake Wheeler had the winning goal on his stick three times.
With the net wide open and only a few tic… [+8523 chars]",2019-10-05,https://winnipegsun.com/sports/hockey/nhl/winnipeg-jets/jets-storm-back-from-four-goals-down-to-beat-devils-in-shootout-thriller,https://postmediawinnipegsun.files.wordpress.com/2019/10/wheelernu.jpg
'Onyok' intensifies into severe tropical storm - CNN Philippines,,Cnnphilippines.com,'Onyok' intensifies into severe tropical storm CNN Philippines Severe Tropical Storm Onyok continues to intensify Rappler PAGASA: Onyok to exit PAR Monday evening GMA News Onyok intensifies into a typhoon ABS-CBN News Typhoon Onyok slightly intensifies on its…,"Metro Manila (CNN Philippines, September 29) Typhoon Onyok is making its way northwest over the Philippine Sea as Signal number 1 remains up over Batanes and the Babuyan Islands.
In its latest update, the Philippine Atmospheric, Geophysical and Astronomical … [+635 chars]",2019-09-29,http://cnnphilippines.com/news/2019/9/29/onyok-ph-weather-september-29-2019.html,http://cnnphilippines.com/.imaging/mte/demo-cnn-new/750x450/dam/cnn/2018/7/23/rain-flood-typhoon-2_CNNPH-(11).jpg/jcr:content/rain-flood-typhoon-2_CNNPH%20(11).jpg
More rains ahead as Onyok moves away from PH - ABS-CBN News,ABS-CBN News,Abs-cbn.com,More rains ahead as Onyok moves away from PH ABS-CBN News Severe Tropical Storm Onyok continues to intensify Rappler PAGASA: Onyok to exit PAR Monday evening GMA News Onyok now a severe tropical storm; 2 areas under signal no.1 ABS-CBN News Typhoon Onyok's ra…,"MANILA (UPDATE) - Parts of the country will experience rains on Monday as typhoon Onyok barrels away and while several jeepney groups go on strike, the state weather bureau said.
The country's 15th storm this year was 200 kilometers northeast of Basco, Batan… [+965 chars]",2019-09-30,https://news.abs-cbn.com/news/09/30/19/more-rains-ahead-as-onyok-moves-away-from-ph,https://sa.kapamilya.com/absnews/abscbnnews/media/2019/news/09/30/track1.jpg
Perla intensifies ahead of PAR exit - ABS-CBN News,ABS-CBN News,Abs-cbn.com,"Perla intensifies ahead of PAR exit ABS-CBN News Perla now a typhoon Rappler Pagasa monitors shallow LPA, tropical depression; 'Perla' might turn into typhoon INQUIRER.net As Perla turns into severe tropical storm, 2 other weather disturbances spotted ABS-CBN…","MANILA -- Typhoon Perla has further intensified as it made its way out of the Philippine area of responsibility, the state weather bureau said Sunday.
In its 5 a.m. advisory, PAGASA said Perla was last seen 635 km east northeast of Basco, Batanes, moving nor… [+695 chars]",2019-10-20,https://news.abs-cbn.com/news/10/20/19/perla-intensifies-ahead-of-par-exit,https://sa.kapamilya.com/absnews/abscbnnews/media/2019/news/10/20/track.jpg
"Power outages, fallen trees as Maritimes rocked by strong fall storm - CTV News",Michael Tutton,Ctvnews.ca,"Power outages, fallen trees as Maritimes rocked by strong fall storm CTV News Thousands of Maritimers without power as storm brings high winds, heavy rain Global News 'Weather bomb' hits N.S. with power outages, downed trees, flooding CBC.ca View full coverag…","HALIFAX -- Thousands of Maritimers lost power on Thursday as a slow-moving fall storm crawled through the region, bringing downpours, powerful gusts and toppled trees.
Forecasters said sustained winds of about 60 kilometres per hour hit parts of Nova Scotia,… [+1993 chars]",2019-10-17,https://atlantic.ctvnews.ca/power-outages-fallen-trees-as-maritimes-rocked-by-strong-fall-storm-1.4642545,https://www.ctvnews.ca/polopoly_fs/1.4643026.1571332993!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg
"PAGASA sees rains over Bicol, Palawan, Visayas, Mindanao - ABS-CBN News",ABS-CBN News,Abs-cbn.com,"The brewing storm east of Surigao del Sur will bring scattered rains over several Philippine islands, PAGASA said early Sunday.","MANILA - The brewing storm east of Surigao del Sur will bring scattered rains over Bicol region, Palawan, Visayas and Mindanao, the state weather bureau said early Sunday.
The low-pressure area (LPA), unlikely to become a storm as it crosses Philippine landm… [+429 chars]",2019-10-26,https://news.abs-cbn.com/news/10/27/19/pagasa-sees-rains-over-bicol-palawan-visayas-mindanao,https://sa.kapamilya.com/absnews/abscbnnews/media/2019/news/10/27/track.jpg
How Are Hurricanes Named? Here’s What You Need to Know,Josiah Bates,Time,It also makes it easier to share the name of the storm between coastal bases and ships at sea. The media is also able to report the names quicker and allow people to be more prepared for the impending storm,"2019’s hurricane season in the North Atlantic Ocean is expected to last until November 30th. Over the past few months, storms like Dorian, Barry and Imelda have caused widespread damage and destruction. Dorian, which grew to a category 5 storm, devastated the… [+4135 chars]",2019-10-15,https://time.com/5696288/hurricane-names/,https://timedotcom.files.wordpress.com/2019/10/why-are-hurricanes-named.jpg?quality=85&w=1200&h=628&crop=1
Tesla 'Smart Summon' Software Under Government Scrutiny For Possible Safety Problems,Richard Gonzales,Npr.org,The new software ignited a storm of social media videos demonstrating the utility and flaws of a feature that allows drivers to summon their driver-less cars.,"A Tesla 3 model is remotely driven with the company's phone app in Austin, Texas, in this still image taken from social media video.
Parth Dhebar via Reuters
A new feature for Tesla cars that allows drivers to remotely summon their parked autos is drawing s… [+1837 chars]",2019-10-05,https://www.npr.org/2019/10/04/767445740/tesla-smart-summon-software-under-government-scrutiny-for-possible-safety-proble,https://media.npr.org/assets/img/2019/10/04/rtx75tty_wide-549e103127606162e2126b64607d2d0d16efb7cb.jpg?s=1400
New Orleans Will Use Explosives To Topple Cranes At Hard Rock Hotel Collapse Site,Paolo Zialcita,Npr.org,"A tropical storm will bring gusty winds to the area, threatening the stability of two towering cranes that remain unstable following last weekend's disaster.","The two unstable cranes at the Hard Rock Hotel collapse site.
Gerald Herbert/AP
Following the partial collapse of a Hard Rock Hotel construction site in New Orleans last weekend, city officials are preparing to stage a controlled explosion that will bring d… [+2994 chars]",2019-10-18,https://www.npr.org/2019/10/18/771308660/new-orleans-to-use-explosives-to-topple-cranes-at-hard-rock-hotel-collapse-site,https://media.npr.org/assets/img/2019/10/18/ap_19290749754360_wide-8f565d463cbe3f5e918b3036a4de6ac956a36ef1.jpg?s=1400
"Tropical Storm Nestor buffets Florida with storm surge, tornadoes",Daniel Manzo,ABC News,"Tropical Storm Nestor expected to make landfall in Florida today as it brings heavy rain, gusty winds, storm surge, and possible tornadoes to parts of the Southeast U.S.","Tropical Storm Nestor expected to make landfall in Florida today as it brings heavy rain, gusty winds, storm surge, and possible tornadoes to parts of the Southeast U.S.
Interested in Weather?
Add Weather as an interest to stay up to date on the latest Weat… [+3273 chars]",2019-10-19,https://abcnews.go.com/US/tropical-storm-nestor-buffets-florida-storm-surge-tornadoes/story?id=66387625,https://s.abcnews.com/images/US/toppled-rv-polk-county-fla_hpMain_16x9_992.jpg
"To Fight Spectre-Like Attacks, Intel Suggests a New Kind of Memory",EditorDavid,Slashdot.org,"Intel researchers published a paper last week suggesting a new kind of CPU memory to block side-channel attacks like Meltdown and Spectre, according to ZDNet: SAPM -- or Speculative-Access Protected Memory -- is the work of Intel STORM (STrategic Offensive Re…","SAPM -- or Speculative-Access Protected Memory -- is the work of Intel STORM (STrategic Offensive Research &amp; Mitigations), a team of elite security researchers that Intel assembled since 2017 to work on creating mitigations for all the speculative-executi… [+1289 chars]",2019-10-06,https://hardware.slashdot.org/story/19/10/05/0315201/to-fight-spectre-like-attacks-intel-suggests-a-new-kind-of-memory,https://a.fsdn.com/sd/topics/intel_64.png
Calgary police urge drivers to be cautious after overnight snowfall results in crashes - Global News,Carolyn Kury de Castillo,Globalnews.ca,"Calgary police urge drivers to be cautious after overnight snowfall results in crashes Global News Snow piling up in Calgary and southern Alberta as weekend storm kicks in CTV News Snowfall warning issued for Calgary, 25 cm of snow expected by Monday Calgary …","Snow that had fallen overnight created difficult driving conditions for motorists in Calgary on Saturday morning.
According to police, 20 crashes were reported between 1 a.m. and 10 a.m.
Several collisions occurred at various locations on Stoney Trail.
Pol… [+1638 chars]",2019-09-28,https://globalnews.ca/news/5964884/calgary-september-snow-crashes-ice-roads/,https://shawglobalnews.files.wordpress.com/2019/09/calgarysept28crash1resized.jpg?quality=70&strip=all&w=720&h=379&crop=1
"Typhoon Perla maintains strength, Bualoi outside PAR now severe tropical storm - Rappler",,Rappler.com,"Typhoon Perla maintains strength, Bualoi outside PAR now severe tropical storm Rappler As Perla turns into severe tropical storm, 2 other weather disturbances spotted ABS-CBN News Pagasa monitors shallow LPA, tropical depression; 'Perla' might turn into typho…",,2019-10-20,https://www.rappler.com/nation/special-coverage/weather-alert/242969-typhoon-perla-pagasa-forecast-october-20-2019-11am,https://assets.rappler.com/061351917C5E413DA643201BCE1FA099/img/8C4D24EDC22542BD985CF98707E11476/20191020-perla-satellite-11am.jpg
Snowfall warning called in Calgary as storm ups the ante - CTV News,Michael Franklin,Ctvnews.ca,"Snowfall warning called in Calgary as storm ups the ante CTV News Snowfall warning issued for Calgary, 25 cm of snow expected by Monday Calgary Herald Nearly a metre of snow expected to wallop areas of southern Alberta Yahoo News Canada Snow piling up in Calg…","CALGARY A snowfall warning has been issued for Calgary on Sunday morning as a storm is expected to continue through the day, resulting in accumulations between 15 to 25 centimetres in the city.
Environment Canada issued the advisory at about 4:30 a.m., sayin… [+1320 chars]",2019-09-29,https://calgary.ctvnews.ca/snowfall-warning-called-in-calgary-as-storm-ups-the-ante-1.4615676,https://www.ctvnews.ca/polopoly_fs/1.4615706.1569766262!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg
"Manitoba Hydro Making Progress, But A Long Way To Go - PembinaValleyOnline.com",Chris Sumner,Pembinavalleyonline.com,"Manitoba Hydro Making Progress, But A Long Way To Go PembinaValleyOnline.com Brandon hit with winter weather wallop Brandon Sun The cleanup begins: Power slowly being restored, Manitobans begin to dig out after record-breaking snowstorm Global News Manitoba H…","As of 12:30 p.m. Saturday afternoon more than 52,000 customers, 15,000 in the Winnipeg and Portage la Prairie areas, remain without power according to the latest figures from Manitoba Hydro. Even though there is still significant work ahead of crews, progress… [+1914 chars]",2019-10-12,https://www.pembinavalleyonline.com/local/manitoba-hydro-making-progress-but-a-long-way-to-go,https://www.pembinavalleyonline.com/images/stories/newsphotos/2019/10_October/winter_storm_oct112019_Finlay_Dobbelaere_revised.jpg
Manitoba premier to declare state of emergency as snowstorm slams province - CTV News,CTVNews.ca writer,Ctvnews.ca,"Manitoba premier to declare state of emergency as snowstorm slams province CTV News Manitoba Hydro Making Progress, But A Long Way To Go PembinaValleyOnline.com Brandon hit with winter weather wallop Brandon Sun Manitoba Hydro focusing on outages in rural are…","Manitoba Premier Brian Pallister says he will be declaring a state of emergency as a snowstorm continues to rage across the province, knocking out power to multiple regions.
Pallister made the announcement in a press conference Saturday following a request f… [+2710 chars]",2019-10-12,https://www.ctvnews.ca/canada/manitoba-premier-to-declare-state-of-emergency-as-snowstorm-slams-province-1.4636353,https://www.ctvnews.ca/polopoly_fs/1.4636355.1570920638!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg
"A tropical storm again, Narda soaks Mexico's Mazatlan",Associated Press,Yahoo.com,"Tropical Storm Narda soaked the resort city of Mazatlan with sheets of driven rain and whipped palm trees with its strong winds Monday, swamping streets and causing some property damage after passing over Puerto Vallarta, another popular beach destination. Th…","MEXICO CITY (AP) Tropical Storm Narda soaked the resort city of Mazatlan with sheets of driven rain and whipped palm trees with its strong winds Monday, swamping streets and causing some property damage after passing over Puerto Vallarta, another popular beac… [+2495 chars]",2019-10-01,https://news.yahoo.com/narda-regains-tropical-storm-force-161039205.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png
At least 35 people were killed in the most powerful typhoon to hit Japan in 60 years,"feedback@businessinsider.com (Ellen Cranley), Ellen Cranley",Insider.com,"Carl Court/Getty Images Typhoon Hagibis ravaged Japan's main island of Honshu over the weekend, reportedly killing 35 people and causing widespread devastation of homes and cities. One day after the storm made landfall as a Category 2 storm Saturday, around 3…","Typhoon Hagibis ravaged Japan's main island of Honshu over the weekend, reportedly killing 35 people and causing widespread devastation of homes and cities.
The storm, which shares a name with the Filipino word for speed, waged winds of up to 144 kph on the … [+1944 chars]",2019-10-13,https://www.insider.com/japan-typhoon-hagibis-update-latest-damage-2019-10,https://image.businessinsider.com/5da38b1be94e8650a87a422a?width=1200&format=jpeg
Angry Republicans’ Impeachment Protest Keeps Late Night Laughing,Trish Bendix,The New York Times,Conan O’Brien joked that it would take Republicans a lot longer than a five-hour protest to stop Democrats from hearing damaging things about President Trump.,"I havent seen a group of white guys that angry since they found out their Don Henley tickets were obstructed view. SETH MEYERS
Thats either a bunch of Republican lawmakers or a Black Friday sale on pleated khakis. STEPHEN COLBERT
It really turned into an ug… [+436 chars]",2019-10-24,https://www.nytimes.com/2019/10/24/arts/television/late-night-conan-trump-impeachment.html,https://static01.nyt.com/images/2019/10/24/arts/24latenight/24latenight-facebookJumbo.png
Storm the gates,"USA TODAY, Ashley Shaffer, USA TODAY",USA Today,Dozens found dead in a truck. Chaos at the Capitol. RBG won $1 million. It's Wednesday's news.,"Dozens barge into a private impeachment deposition. A disturbing discovery is made in England. And I'm analyzing every word in Selena Gomez's new song for Bieber hints. 
It's Ashley. Here's the news everyone is talking about today. 
But first, living on the… [+4713 chars]",2019-10-23,https://www.usatoday.com/story/news/2019/10/23/trump-selena-gomez-impeachment-bodies-found-rbg-wednesdays-news/2451537001/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2019/10/23/USAT/35417314-679a-4396-8f9b-d89d608b3dd1-EPA_epaselect_USA_REPUBLICANS_IMPEACHMENT_ACCESS.JPG?crop=5773,3247,x1,y422&width=3200&height=1680&fit=bounds"
"In pictures: Typhoon Hagibis brings strong winds, rain to Japan",https://www.facebook.com/bbcnews,BBC News,Strong winds and heavy rain batter Japan as the worst typhoon in decades makes landfall.,"Image copyrightEPAImage caption
 A display in Tokyo's Shinjuku railway station shows passengers information about the typhoon
Typhoon Hagibis has made landfall in Japan, bringing heavy rain and strong winds to Tokyo and its surrounding areas.
Hagibis - mea… [+2047 chars]",2019-10-12,https://www.bbc.co.uk/news/world-asia-50026451,https://ichef.bbci.co.uk/news/1024/branded_news/23BE/production/_109205190_6d3d6373-475e-4ebb-ad50-484edf40c626.jpg
"As China storm swirls, Nets and Lakers set to address media Friday",Reuters Editorial,Reuters,"The Brooklyn Nets and the Los Angeles Lakers are scheduled to speak to the media on Friday, a day after playing an exhibition game in Shanghai amid a furor over a tweet last week from the Houston Rockets general manager supporting the protests in Hong Kong.","(Reuters) - The Brooklyn Nets and the Los Angeles Lakers are scheduled to speak to the media on Friday, a day after playing an exhibition game in Shanghai amid a furor over a tweet last week from the Houston Rockets general manager supporting the protests in … [+1468 chars]",2019-10-11,https://www.reuters.com/article/us-china-basketball-nba-media-address-idUSKBN1WQ0AT,https://s3.reutersmedia.net/resources/r/?m=02&d=20191011&t=2&i=1439560895&w=1200&r=LYNXMPEF9A09J
Southern storm will combine with Midwestern storm system to make powerful Nor’easter,Max Golembo,ABC News,A southern storm will combine with the Midwestern storm system to form a powerful Nor’easter later today in the Northeast.,"A southern storm will combine with the Midwestern storm system to form a powerful Noreaster later today in the Northeast.
Interested in Weather?
Add Weather as an interest to stay up to date on the latest Weather news, video, and analysis from ABC News.
Al… [+1196 chars]",2019-10-16,https://abcnews.go.com/US/southern-storm-combine-midwestern-storm-system-create-powerful/story?id=66313183,https://s.abcnews.com/images/US/ohio-rain-20191019_hpMain_16x9_992.jpg
Report: WeWork cofounder Adam Neumann may have to unload property to pay off a giant loan,Connie Loizos,TechCrunch,"Adam Neumann may be out of the daily flow of WeWork, but he seemingly remains top of mind to some of the company’s bankers. According to a new Business Insider piece, Neumann is working with JPMorgan, UBS, and Credit Suisse to consider new terms for a $500 lo…","Adam Neumann may be out of the daily flow of WeWork, but he seemingly remains top of mind to some of the company’s bankers.
According to a new Business Insider piece, Neumann is working with JPMorgan, UBS, and Credit Suisse to consider new terms for a $500 l… [+1427 chars]",2019-10-04,http://techcrunch.com/2019/10/04/report-wework-cofounder-adam-neumann-may-have-to-unload-property-to-pay-off-a-giant-loan/,https://techcrunch.com/wp-content/uploads/2017/05/tcdisrupt-ny17-8732.jpg?w=633
"Snowfall warning issued for Calgary, 25 cm of snow expected by Monday - Calgary Herald",,Calgaryherald.com,"As the snowflakes continue to fly in southern Alberta in the first winter storm of the season, officials say Calgary can expect as much as 25 cm of the snow by Monday afternoon.In a snowfall warnin…","As the snowflakes continue to fly in southern Alberta in the first winter storm of the season, officials say Calgary can expect as much as 25 cm of the snow by Monday afternoon.
In a snowfall warning issued at 3:30 p.m. Saturday, Environment Canada said 10 t… [+898 chars]",2019-09-28,https://calgaryherald.com/news/local-news/snowfall-warning-issued-for-calgary-25-cm-of-snow-expected-by-monday,https://postmediacalgaryherald2.files.wordpress.com/2019/09/09272019_md007_74176208-1.jpg
Death Toll Climbs After Typhoon Hits Japan,Rebecca Hersher,Npr.org,"More than 50 people are dead in the aftermath of Typhoon Hagibis, which dropped extreme amounts of rain over the weekend and caused catastrophic flooding in residential areas.","Typhoon Hagibis left overturned cars and mud-slicked streets in Hoyasu, Japan. Rescue crews are still combing through areas that flooded after extreme rain caused rivers to break through levees.
Jae C. Hong/AP
Typhoon Hagibis slammed into Japan over the wee… [+2050 chars]",2019-10-14,https://www.npr.org/2019/10/14/770031007/death-toll-climbs-after-typhoon-hits-japan,https://media.npr.org/assets/img/2019/10/14/ap_19287370385615_wide-1431f51012902740a6dd2166f353425997792e99.jpg?s=1400
Conservatives put national security at risk to storm impeachment proceedings,Tristan Greene,The Next Web,Impeachment proceedings against US President Donald Trump were delayed today when a group of Conservative lawmakers stormed the room in which they’re being held. BREAKING: I led over 30 of my colleagues into the SCIF where Adam Schiff is holding secret impeac…,"Impeachment proceedings against US President Donald Trump were delayed today when a group of Conservative lawmakers stormed the room in which theyre being held.
BREAKING: I led over 30 of my colleagues into the SCIF where Adam Schiff is holding secret impeac… [+2921 chars]",2019-10-23,https://thenextweb.com/?p=1251621,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2019%2F10%2Fgaetz.jpg&signature=83af0fb78304daf9c55c4f9c088a45e4
More Supercon Talks Taking the Hardware World by Storm,Mike Szczys,Hackaday.com,You’re going to love the talks at the Hackaday Superconference this November. The ultimate hardware conference is all about hardware creation. The ten speakers below join the talks we announced last week and that’s still not even half of what you’ll see on th…,You’re going to love the talks at the Hackaday Superconference this November. The ultimate hardware conference is all about hardware creation. The ten speakers below join the talks we announced last week and that’s still not even half of what you’ll see on th… [+6677 chars],2019-10-04,https://hackaday.com/2019/10/04/more-supercon-talks-taking-the-hardware-world-by-storm/,https://hackaday.com/wp-content/uploads/2019/10/2019-superconference-speaker-announcement-number-two-featured.jpg
Pompeo confirms he was on call between Trump and Ukraine leader,Reuters Editorial,Reuters,"U.S. Secretary of State Mike Pompeo confirmed on Wednesday that he had been on a call between U.S. President Donald Trump and Ukraine's leader that has caused a storm, saying it was a legitimate conversation that focused on U.S. policy priorities.","ROME (Reuters) - U.S. Secretary of State Mike Pompeo confirmed on Wednesday that he had been on a call between U.S. President Donald Trump and Ukraine’s leader that has caused a storm, saying it was a legitimate conversation that focused on U.S. policy priori… [+1769 chars]",2019-10-02,https://www.reuters.com/article/us-usa-trump-whistleblower-pompeo-idUSKBN1WH1BP,https://s3.reutersmedia.net/resources/r/?m=02&d=20191002&t=2&i=1436237044&w=1200&r=LYNXMPEF910YN
"Snowstorm Hits Northern Rocky Mountains, Dropping 2 Feet of Snow on Montana",Associated Press,Time,The storm was expected to wind down late Sunday and early Monday,"GREAT FALLS, Mont. — Areas of the northern Rocky Mountains looked more like mid-winter rather than early fall on Sunday as a snowstorm dumped record amounts of wind-driven snow that caused hazardous travel conditions and scattered power outages.
Winter storm… [+596 chars]",2019-09-29,https://time.com/5688843/snowstorm-northern-rocky-mountains-montana-west/,https://timedotcom.files.wordpress.com/2019/09/ap19272139494632.jpg?quality=85&w=1200&h=628&crop=1
Hurricane Lorenzo sneakily set a record over the weekend - CNET,Amanda Kooser,Cnet.com,NASA tracked Lorenzo as it hit Category 5 status farther east than any other named hurricane.,"Hurricane Lorenzo quietly set a record for its location in the Atlantic.
National Hurricane Center
I'll take hurricanes for $1,000, Alex. In 2019, this storm became the strongest hurricane on record in the eastern-most Atlantic Ocean. What was Hurricane Lor… [+1969 chars]",2019-09-30,https://www.cnet.com/news/hurricane-lorenzo-sneakily-set-a-record-over-the-weekend/,https://cnet1.cbsistatic.com/img/EVrDfSGjXNkuhRS6WTiMYSTJki8=/756x567/2019/09/30/4575e8d7-9123-42eb-8043-509d90ea1d80/hurricanelorenzo.jpg
Padres Pitcher Charged After Trying to Enter Wrong Home Through Doggy Door,Laura M. Holson,The New York Times,"Jacob Nix was charged with criminal trespassing after being kicked and tased for trying to climb through the door of someone else’s home in a Phoenix suburb, according to the authorities.","A pitcher for the San Diego Padres was arrested Sunday after he tried to climb through a doggy door of a home in Peoria, Ariz., and was kicked in the face and tased, according to the authorities.
The player, Jacob Nix, 23, was charged with two counts of crim… [+1007 chars]",2019-10-11,https://www.nytimes.com/2019/10/11/sports/baseball/jacob-nix-padres-pitcher.html,https://static01.nyt.com/images/2019/10/11/multimedia/11xp-nix-promo/11xp-nix-promo-facebookJumbo.jpg
Satellites Track the World's Longest Lightning Bolt,"George Dvorsky on Earther, shared by Brian Kahn to Gizmodo",Gizmodo.com,"Using satellites and ground stations, scientists have documented an epic lightning flash from 2017 that zipped above three states in the U.S. Southwest. Incredibly, scientists say discoveries of even bigger “megaflashes” are likely. Read more...","Using satellites and ground stations, scientists have documented an epic lightning flash from 2017 that zipped above three states in the U.S. Southwest. Incredibly, scientists say discoveries of even bigger megaflashes are likely.
We normally think of lighti… [+3998 chars]",2019-10-29,https://earther.gizmodo.com/satellites-track-the-worlds-longest-lightning-bolt-1839442184,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/yvkuabq5nxjuqblmiea3.jpg"
Montana Governor Declares Emergency for Areas Hit by Early-Season Snowstorm,Associated Press,Time,The brunt of the storm hit Montana where up to 2 feet of snow fell Saturday in the mountains and a record 14 inches fell in Great Falls,"Montana Gov. Steve Bullock declared an emergency Sunday for areas hit by an early-season snowstorm.
The storm was bringing heavy, wet snow and high winds that closed roads, downed trees and caused scattered power outages.
Bullock’s declaration allows the st… [+541 chars]",2019-09-30,https://time.com/5688884/snowstorm-montana-state-emergency/,https://timedotcom.files.wordpress.com/2019/09/montana_emergency_snowstorm.jpg?quality=85&crop=0px%2C57px%2C2436px%2C1275px&resize=1200%2C628&strip
Up To 4 Feet Of Snow: Montana Hit By 'Unprecedented' Winter Storm,Bill Chappell,Npr.org,"Despite coming in September, the amount of snow that just fell over two days in Great Falls is second to only one other two-day total, in any month.","Montana got hit hard by an intense winter storm over the weekend. Here, a view from Glacier National Park's webcam at Two Medicine Lake, near the park's southeastern edge.
Glacier National Park webcam/National Park Service
Montana is under emergency conditi… [+3498 chars]",2019-09-30,https://www.npr.org/2019/09/30/765694898/up-to-4-feet-of-snow-montana-hit-by-unprecedented-winter-storm,https://media.npr.org/assets/img/2019/09/30/montana-twomedptz_wide-deb7b66500396296869abbfd69ad1c8d52957869.jpg?s=1400
"Tropical storm menaces U.S. southeast, New Orleans to demolish cranes",Reuters,Yahoo.com,"Florida cities such as Indian Pass faced up to five feet (1.5 meters) of storm surge while parts of Mississippi, Alabama and Louisiana could be pummeled by gale force winds and up to six inches of rain, the National Hurricane Center said. The center of Storm …","(Reuters) - Tropical Storm Nestor barreled toward Florida's Gulf Coast on Friday, packing life-threatening storm surge, with New Orleans preparing to demolish two damaged construction cranes officials fear could collapse in high winds.
Florida cities such as… [+1620 chars]",2019-10-18,https://news.yahoo.com/tropical-storm-menaces-u-southeast-212339027.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png
Tropical Storm Nestor expected to form on way to Florida Panhandle,"USA TODAY, Doug Stanglin, USA TODAY",USA Today,"A weather disturbance in the Gulf of Mexico was expected to strengthen into Tropical Storm Nestor before making landfall over the Florida Panhandle overnight Saturday, bringing storm force winds, flooding and heavy rainfall.","Potential Tropical Cyclone 16 is forecast to intensify on Friday before making landfall over the Florida Panhandle Friday night into Saturday.
 (Photo: National Weather Service)
A weather disturbance in the Gulf of Mexico was expected to strengthen into Tro… [+966 chars]",2019-10-18,https://www.usatoday.com/story/news/nation/2019/10/18/tropical-storm-nestor-expected-form-way-florida-panhandle/4020179002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2019/10/18/USAT/ee8e911f-c712-4c61-8216-9801afaf0c0c-113422_5day_cone_no_line_and_wind.png?crop=896,504,x0,y0&width=3200&height=1680&fit=bounds"
